compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00002440,393037,Healthsouth Rehabilitation Hospital,1850 Normandie Drive,York,PA,17408,0,,,,
CHSP00002405,393040,Healthsouth Rehabilitation Hospital,2005 Valley View Boulevard,Altoona,PA,16602,0,,,,
CHSP00002250,393035,Good Shepherd Rehabilitation Hospita,850 South 5th Street,Allentown,PA,18103,0,,,,
CHSP00001242,390093,Clarion Hospital,One Hospital Drive,Clarion,PA,16214,1,,,,
CHSP00002074,394038,Foundations Behavorial Health,833 East Butler Avenue,Doylestown,PA,18901,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00002606,390068,Heart Of Lancaster Regional Medical,1500 Highlands Drive,Lititz,PA,17543,1,HSI00001126,UPMC,Pittsburgh,PA
CHSP00003684,,Malvern Institute,940 King Road,Malvern,PA,19355,0,,,,
CHSP00000757,393025,Bryn Mawr Rehabilitation Hospital,414 Paoli Pike,Malvern,PA,19355,0,HSI00000608,Main Line Health,Bryn Mawr,PA
CHSP00000478,080004,Kent General Hospital,640 South State Street,Dover,DE,19901,1,HSI00000094,Bayhealth,Dover,DE
CHSP00006038,082000,Ssh - Wilmington  Inc,"701 North Clayton Street, 5th Floor",Wilmington,DE,19805,0,,,,
CHSP00001715,084004,Dover Behavioral Health System,725 Horsepond Road,Dover,DE,19901,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00001647,084001,Delaware Psychiatric Center,1901 North Dupont Highway,New Castle,DE,19720,0,,,,
CHSP00003842,084003,Meadow Wood Hospital,575 South Dupont Highway,New Castle,DE,19720,0,,,,
CHSP00000554,080007,Beebe Medical Center,424 Savannah Road,Lewes,DE,19958,1,HSI00000103,Beebe Healthcare,Lewes,DE
CHSP00004414,080006,Nanticoke Memorial Hospital,801 Middleford Road,Seaford,DE,19973,1,HSI00000718,Nanticoke Health Services,Seaford,DE
CHSP00000123,083300,Alfred I Dupont Hosp For Children,1600 Rockland Road,Wilmington,DE,19803,1,HSI00000725,Nemours Childrens Health System,Jacksonville,FL
CHSP00001204,080001,Christiana Care Health System,4755 Ogletown-Stanton Road,Newark,DE,19718,1,HSI00000218,Christiana Care Health System,Wilmington,DE
CHSP00006450,080003,St. Francis Hospital  Wilmington,701 North Clayton Street,Wilmington,DE,19805,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00005585,084002,Rockford,100 Rockford Drive,Newark,DE,19713,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00007761,08002F,Wilmington Veterans Affairs Medical Center,1601 Kirkwood Highway,Wilmington,DE,19805,0,,,,
CHSP00008047,083026,Healthsouth Rehabilitation Hospital,250 East Hampden Road,Middletown,DE,19709,0,,,,
CHSP00000268,210061,Atlantic General Hospital,9733 Healthway Drive,Berlin,MD,21811,1,HSI00000059,Atlantic General Health System,Berlin,MD
CHSP00002368,213028,Healthsouth Chesapeake Rehabilitatio,220 Tilghman Road,Salisbury,MD,21804,0,,,,
CHSP00002210,,Gladys Spellman Specialty Hospital And Nursing Center,2900 Mercy Lane,Cheverly,MD,20785,0,,,,
CHSP00002070,210060,Fort Washington Medical Center,"174 Waterfront Street, Suite 225",Oxen Hill,MD,20744,1,,,,
CHSP00000084,213029,Adventist Rehab. Hospt. Of Md,9909 Medical Center Drive,Rockville,MD,20850,0,HSI00000012,Adventist Healthcare,Gaithersburg,MD
CHSP00006106,214000,Sheppard & Enoch Pratt Hospital,6501 North Charles Street,Baltimore,MD,21204,0,,,,
CHSP00000191,210023,Anne Arundel Medical Center Inc.,2001 Medical Parkway,Annapolis,MD,21401,1,HSI00000038,Anne Arundel Health System,Annapolis,MD
CHSP00003026,210029,Johns Hopkins Bayview Med. Ctr.,4940 Eastern Avenue,Baltimore,MD,21224,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00000652,210013,Bon Secours Hospital,2000 West Baltimore Street,Baltimore,MD,21223,1,HSI00000125,Bon Secours Health System,Marriottsville,MD
CHSP00003851,210015,Medstar Franklin Square Medical Ctr,9000 Franklin Square Drive,Baltimore,MD,21237,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00002305,210044,Greater Baltimore Medical Center,6701 North Charles Street,Baltimore,MD,21204,1,HSI00000422,Greater Baltimore Medical Center,Baltimore,MD
CHSP00003853,210056,Good Samaritan Hospital,5601 Loch Raven Boulevard,Baltimore,MD,21239,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00004371,213300,Mt Washington Pediatrics,1708 West Rogers Avenue,Baltimore,MD,21209,0,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00007309,210058,James Lawrence Kernan Hospital,2200 Kernan Drive,Baltimore,MD,21207,0,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00003028,210009,The Johns Hopkins Hospital,"600 North Wolfe Street, Admin 104",Baltimore,MD,21287,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00003479,210064,Levindal Hebrew Ger. Ctr. & Hospt.,2434 West Belvedere Avenue,Baltimore,MD,21215,0,HSI00000582,LifeBridge Health,Baltimore,MD
CHSP00007308,210038,Maryland General Hospital,827 Linden Avenue,Baltimore,MD,21201,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00007680,210027,Western Maryland Health System,12500 Willowbrook Road Se,Cumberland,MD,21502,1,HSI00001255,Western Maryland Health System,Cumberland,MD
CHSP00004047,210008,Mercy Medical Center,301 St Paul Place,Baltimore,MD,21202,1,HSI00000663,Mercy,Baltimore,MD
CHSP00005689,210011,St. Agnes Hospital,900 Caton Avenue,Baltimore,MD,21229,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00007313,210063,St. Joseph Medical Center,7601 Osler Drive,Towson,MD,21204,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00006160,210012,Sinai Hospital Of Baltimore  Inc.,2401 West Belvedere Avenue,Baltimore,MD,21215,1,HSI00000582,LifeBridge Health,Baltimore,MD
CHSP00003854,210034,Medstar Harbor Hospital,3001 South Hanover Street,Baltimore,MD,21225,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00003859,210024,Medstar Union Memorial Hospital,201 East University Parkway,Baltimore,MD,21218,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00007307,210002,University Of Maryland Med Sys,22 South Greene Street,Baltimore,MD,21201,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00007434,21020F,Veterans Affairs Maryland Health Care System-Baltimore Division,10 North Greene Street,Baltimore,MD,21201,0,,,,
CHSP00004427,,National Institutes Of Health Clinical Center,"9000 Rockville Pike, Building 10, Room 6-2551",Bethesda,MD,20892,0,,,,
CHSP00006691,210022,Suburban Hospital,8600 Old Georgetown Road,Bethesda,MD,20814,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00007544,,Walter Reed National Military Medical Center,8901 Wisconsin Avenue,Bethesda,MD,20889,0,,,,
CHSP00007311,,University Of Maryland Shore Medical Center At Dorchester,300 Byrn Street,Cambridge,MD,21613,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00001791,214002,Eastern Shore Hospital Center,5262 Woods Road,Cambridge,MD,21613,0,,,,
CHSP00002715,210065,Holy Cross Germantown Hospital,19801 Observation Drive,Germantown,MD,20876,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006367,214018,Spring Grove Hospital Center,55 Wade Avenue,Baltimore,MD,21228,0,,,,
CHSP00003857,210062,Medstar Southern Maryland Hospital C,7503 Surratts Road,Clinton,MD,20735,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00007310,210030,Chester River Hospital Center,100 Brown Street,Chestertown,MD,21620,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00003802,210045,Mccready Memorial Hospital,201 Hall Highway,Crisfield,MD,21817,1,,,,
CHSP00002808,210048,Howard County,5755 Cedar Lane,Columbia,MD,21044,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00006985,214012,Thomas B. Finan,10102 Country Club Road Se,Cumberland,MD,21502,0,,,,
CHSP00007312,210037,Memorial Easton,219 South Washington Street,Easton,MD,21601,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00007214,210032,Union Hospital Of Cecil County,106 Bow Street,Elkton,MD,21921,1,HSI00001136,Union Hospital,Elkton,MD
CHSP00007314,210049,Upper Chesapeake Medical Center,500 Upper Chesapeake Drive,Bel Air,MD,21014,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00002114,210005,Frederick Memorial Hospital,400 West Seventh Street,Frederick,MD,21701,1,HSI00000380,Frederick Regional Health System,Frederick,MD
CHSP00007303,210043,Baltimore Washington Medical Center,301 Hospital Drive,Glen Burnie,MD,21061,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00000726,214003,Brook Lane Psychiatric Center,13121 Brook Lane,Hagerstown,MD,21742,0,,,,
CHSP00004102,210001,Meritus Medical Center,11116 Medical Campus Road,Hagerstown,MD,21742,1,HSI00000671,Meritus Health,Hagerstown,MD
CHSP00007679,212002,Western  Maryland Center,1500 Pennsylvania Avenue,Hagerstown,MD,21742,0,,,,
CHSP00007305,210006,Harford Memorial Hospital,501 South Union Avenue,Havre De Grace,MD,21078,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00005243,210003,Prince Georges Hospital Center  Inc,3001 Hospital Drive,Cheverly,MD,20785,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00001274,,Clifton T. Perkins Hospital Center,8450 Dorsey Run Road,Jessup,MD,20794,0,,,,
CHSP00007304,210035,Civista Medical Center,5 Garrett Avenue,La Plata,MD,20646,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00001693,210051,Doctors Community Hospital,8118 Good Luck Road,Lanham,MD,20706,1,,,,
CHSP00003439,210055,Laurel Regional Hospital,7300 Van Dusen Road,Laurel,MD,20707,1,HSI00001175,University of Maryland Medical System,Baltimore,MD
CHSP00003858,210028,St. Marys Hospital,25500 Point Lookout Road,Leonardtown,MD,20650,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00002160,210017,Garrett County Memorial Hospital,251 North Fourth Street,Oakland,MD,21550,1,,,,
CHSP00003855,210018,Medstar Montgomery Medical Center,18101 Prince Philip Drive,Olney,MD,20832,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00000885,210039,Calvert Memorial Hospital,100 Hospital Road,Prince Frederick,MD,20678,1,HSI00000155,Calvert Health System,Prince Frederick,MD
CHSP00004659,210040,Northwest Hospital Center,5401 Old Court Road,Randallstown,MD,21133,1,HSI00000582,LifeBridge Health,Baltimore,MD
CHSP00003142,213301,Kennedy Krieger,707 North Broadway,Baltimore,MD,21205,0,,,,
CHSP00000076,214013,Adventist Hc Behavioral Health & Wel,14901 Broschart Road,Rockville,MD,20850,0,HSI00000012,Adventist Healthcare,Gaithersburg,MD
CHSP00000077,210057,Shady Grove Adventist Hospital,9901 Medical Center Drive,Rockville,MD,20850,1,HSI00000012,Adventist Healthcare,Gaithersburg,MD
CHSP00001640,212003,Deers Head Center,351 Deer's Head Hospital Road,Salisbury,MD,21801,0,,,,
CHSP00005043,210019,Peninsula Regional Medical Center,100 East Carroll Street,Salisbury,MD,21801,1,HSI00000818,Peninsula Regional Health System,Salisbury,MD
CHSP00002716,210004,Holy Cross Hospital,1500 Forest Glen Road,Silver Spring,MD,20910,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00005751,,Saint Luke Institute,8901 New Hampshire Avenue,Silver Spring,MD,20903,0,,,,
CHSP00006377,214004,Springfield Hospital Center,6655 Sykesville Road,Sykesville,MD,21784,0,,,,
CHSP00000993,210033,Carroll County General Hospital,200 Memorial Avenue,Westminster,MD,21157,1,HSI00000582,LifeBridge Health,Baltimore,MD
CHSP00000078,210016,Washington Adventist Hospital,7600 Carroll Avenue,Takoma Park,MD,20912,1,HSI00000012,Adventist Healthcare,Gaithersburg,MD
CHSP00000703,092002,Specialty Hospital Of Washington,700 Constitution Avenue Ne,Washington,DC,20002,0,,,,
CHSP00006912,,The Hsc Pediatric Center,1731 Bunker Hill Road Ne,Washington,DC,20017,0,,,,
CHSP00001160,093300,Childrens Hospital,111 Michigan Avenue Nw,Washington,DC,20010,1,HSI00000216,Children National Hospital,Washington,DC
CHSP00002811,090003,Howard University Hospital,2041 Georgia Avenue Nw,Washington,DC,20060,1,HSI00000498,Howard University Hospital,Washington,DC
CHSP00003860,090011,Washington Hospital Center,110 Irving Street Nw,Washington,DC,20010,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00003852,090004,Georgetown University Hospital,3800 Reservoir Road Nw,Washington,DC,20007,1,HSI00000640,MedStar Health,Columbia,MD
CHSP00002191,090001,George Washington Univ Hospital,900 23rd Street Nw,Washington,DC,20037,1,HSI00001148,Universal Health Services,Norristown,PA
CHSP00000704,092003,Spec Hospital Washington Hadley,"4601 Martin Luther King Jr Avenue, Sw",Washington,DC,20032,0,,,,
CHSP00003856,093025,National Rehabilitation Hospital,102 Irving Street Nw,Washington,DC,20010,0,HSI00000640,MedStar Health,Columbia,MD
CHSP00005292,090006,Providence Hospital,1150 Varnum Street Ne,Washington,DC,20017,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00005712,094001,St. Elizabeths Hospital,1100 Alabama Avenue Se,Washington,DC,20032,0,,,,
CHSP00006138,090005,Sibley Memorial Hospital,5255 Loughboro Road Nw,Washington,DC,20016,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00007226,090008,Not-For-Profit Hospital Corporation,1310 Southern Avenue Se,Washington,DC,20032,1,,,,
CHSP00007569,09002F,Washington Dc Veterans Affairs Medical Center,50 Irving Street Nw,Washington,DC,20422,0,,,,
CHSP00005331,094004,Psych Institue Of Washington,4228 Wisconsin Avenue Nw,Washington,DC,20016,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00006293,494017,Southern Virginia Mental Health Inst,382 Taylor Drive,Danville,VA,24541,0,,,,
CHSP00000280,490018,Augusta Medical Center,78 Medical Center Drive,Fishersville,VA,22939,1,HSI00000063,Augusta Health,Fishersville,VA
CHSP00003166,,Newport News Behavioral Health Center,17579 Warwick Boulevard,Newport News,VA,23603,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003483,490048,Lewis Gale Medical Center,1900 Electric Road,Salem,VA,24153,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00001191,490112,Cjw Medical Center,7101 Jahnke Road,Richmond,VA,23225,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00003041,490053,Johnston Memorial Hospital,16000 Johnston Memorial Drive,Abingdon,VA,24211,1,HSI00001284,Ballad Health,Johnson City,TN
CHSP00002438,493028,Healthsouth Rehabilitation Hospital,5700 Fitzhugh Avenue,Richmond,VA,23226,0,,,,
CHSP00002634,490118,Henrico Doctors Hospital,1602 Skipwith Road,Richmond,VA,23229,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00001051,490021,Centra Health,1901 Tate Springs Road,Lynchburg,VA,24501,1,HSI00000192,Centra Health,Lynchburg,VA
CHSP00001675,491303,Dickenson Community Hospital,312 Hospital Drive,Clintwood,VA,24228,1,HSI00001284,Ballad Health,Johnson City,TN
CHSP00007201,493029,Uva-Healthsouth Rehabilitation Hospi,515 Ray C Hunt Drive,Charlottesville,VA,22903,0,,,,
CHSP00006183,494028,Snowden At Fredericksburg,1200 Sam Perry Boulevard,Fredericksburg,VA,22401,0,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA
CHSP00007503,494025,Virginia Beach Psychiatric Center,1100 First Colonial Road,Virginia Beach,VA,23454,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00002885,490040,Inova Alexandria Hospital,4320 Seminary Road,Alexandria,VA,22304,1,HSI00000513,Inova Health System,Falls Church,VA
CHSP00000658,490136,St. Francis Medical Center,13710 St Francis Boulevard,Midlothian,VA,23114,1,HSI00000125,Bon Secours Health System,Marriottsville,MD
CHSP00002788,492007,Hospital For Extended Recovery,"600 Gresham Drive, Suite 700",Norfolk,VA,23507,0,HSI00000972,Sentara Healthcare,Norfolk,VA
CHSP00006366,490141,Spotsylvania Regional Medical Center,4600 Spotsylvania Parkway,Fredericksburg,VA,22408,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00005483,490107,Reston Hospital,1850 Town Center Parkway,Reston,VA,20190,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00002890,490122,Inova Mount Vernon Hospital,2501 Parker's Lane,Alexandria,VA,22306,1,HSI00000513,Inova Health System,Falls Church,VA
CHSP00007505,490050,Virginia Hospital Center Arlington,1701 North George Mason Drive,Arlington,VA,22205,1,,,,
CHSP00000916,490129,Capital Hospice,4715 15th Street North,Arlington,VA,22205,0,,,,
CHSP00000552,490088,Bedford Memorial Hospital,1613 Oakwood Street,Bedford,VA,24523,1,HSI00000192,Centra Health,Lynchburg,VA
CHSP00007625,490114,Lonesome Pine Hospital,1990 Holton Avenue East,Big Stone Gap,VA,24219,1,HSI00001284,Ballad Health,Johnson City,TN
CHSP00007474,492009,Vibra Hospital Of Richmond  Llc,2220 Edward Holland Drive,Richmond,VA,23230,0,,,,
CHSP00005110,490134,Piedmont Geriatric Hospital,5001 East Patrick Henry Hwy,Burkeville,VA,23922,0,,,,
CHSP00001020,490135,Catawba Hospital,5525 Catawba Hospital Drive,Catawba,VA,24070,0,,,,
CHSP00003728,490077,Sentara Martha Jefferson Hospital,500 Martha Jefferson Drive,Charlottesville,VA,22911,1,HSI00000972,Sentara Healthcare,Norfolk,VA
CHSP00003486,490110,Lewisgale Hospital - Montgomery,3700 South Main Street,Blacksburg,VA,24060,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00001120,490120,Chesapeake General Hospital,736 Battlefield Boulevard North,Chesapeake,VA,23320,1,HSI00000205,Chesapeake Regional Medical Center,Chesapeake,VA
CHSP00002417,493032,Healthsouth Rehabilitation Hospital,300 Park Hill Drive,Fredericksburg,VA,22401,0,,,,
CHSP00002427,493031,Healthsouth Rehabilitation Hospital,95 Medical Park Boulevard,Petersburg,VA,23805,0,,,,
CHSP00003485,490126,Lewisgalehospital - Alleghany,One Arh Lane,Low Moor,VA,24457,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00006624,490140,Stafford Hospital,101 Hospital Center Boulevard,Stafford,VA,22554,1,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA
CHSP00001091,490108,Central Virginia Training Center,210 East Colony Road,Madison Heights,VA,24572,0,,,,
CHSP00004705,490019,Culpeper Memorial Hospital,501 Sunset Lane,Culpeper,VA,22701,1,HSI00000773,Novant Health,Winston Salem,NC
CHSP00001597,490075,Danville Regional Medical Center,142 South Main Street,Danville,VA,24541,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00001053,492010,Centra Specialty Hospital,3300 Rivermont Avenue,Lynchburg,VA,24503,0,HSI00000192,Centra Health,Lynchburg,VA
CHSP00006294,490097,Southern Virginia Regional Med. Ctr.,727 North Main Street,Emporia,VA,23847,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00001052,490090,Southside Community Hospital,800 Oak Street,Farmville,VA,23901,1,HSI00000192,Centra Health,Lynchburg,VA
CHSP00002887,490101,Inova Fair Oaks Hospital,3600 Joseph Siewick Drive,Fairfax,VA,22033,1,HSI00000513,Inova Health System,Falls Church,VA
CHSP00004638,494010,Northern Virginia Mental Health Inst,3302 Gallows Road,Falls Church,VA,22042,0,,,,
CHSP00006099,493030,Sheltering Arms Hospital South,"13700 St. Francis Boulevard, Suite 400",Midlothian,VA,23114,0,,,,
CHSP00003323,492008,Ssh - Hampton Roads,245 Chesapeake Avenue,Newport News,VA,23607,0,,,,
CHSP00002425,493033,Healthsouth Rehabilitation Hospital,24430 Millstream Drive,Aldie,VA,20105,0,,,,
CHSP00005459,493034,The Rehabilitation Hospital Of South,103 North Street,Bristol,VA,24201,0,,,,
CHSP00002061,,Fort Belvoir Community Hospital,9300 Dewitt Loop,Fort Belvoir,VA,22060,0,,,,
CHSP00006245,490092,Southampton Memorial Hospital,100 Fairview Drive,Franklin,VA,23851,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00003748,490022,Mary Washington Hospital,1001 Sam Perry Boulevard,Fredericksburg,VA,22401,1,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA
CHSP00007557,490033,Warren Memorial Hospital,1000 North Shenandoah Avenue,Front Royal,VA,22630,1,HSI00001217,Valley Health System,Winchester,VA
CHSP00000760,490127,Buchanan General Hospital,1535 Slate Creek Road,Grundy,VA,24614,1,,,,
CHSP00007098,490115,Twin County Regional Hospital,200 Hospital Drive,Galax,VA,24333,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00006044,490093,Sentara Careplex Hospital,3000 Coliseum Drive,Hampton,VA,23666,1,HSI00000972,Sentara Healthcare,Norfolk,VA
CHSP00007109,,U. S. Air Force Hospital,77 Nealy Avenue,Hampton,VA,23665,0,,,,
CHSP00006052,490004,Sentara Rmh Medical Center,2010 Health Campus Drive,Harrisonburg,VA,22801,1,HSI00000972,Sentara Healthcare,Norfolk,VA
CHSP00003023,490020,John Randolph Medical Center,411 West Randolph Road,Hopewell,VA,23860,1,HSI00000492,HCA Healthcare,Nashville,TN
