Facility Name,Region,County,Modified Date,Time ,COVID-19 Patients in Acute Care Beds,COVID-19 Patients in ICU,Ventilators Available,Ventilators in Use,Physical Adult ICU Beds,Staffed Adult ICU Beds,Occupied Adult ICU Beds,Physical Pediatric ICU Beds,Staffed Pediatric ICU Beds,Occupied Pediatric ICU Beds,Physical Adult Acute Care Beds,Staffed Adult Acute Care Beds,Occupied Adult Acute Care Beds,Physical Pediatric Acute Care Beds,Staffed Pediatric Acute Care Beds,Occupied Pediatric Acute Care Beds,Patients in the ED,Have you expanded into non traditional spaces?,"If you have expanded, how many beds have you added?",Indicator of Clinical Staff Absenteeism,ECMO Adult Machines,ECMO Peds/Neonate Machines,Patients Under Investigation
Frederick Memorial Hospital,Region II,Frederick County,9/6/20,09:41:00,2,0,24,6,18,18,11,0,0,0,220,220,138,5,5,0,9,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/7/20,10:18:00,1,0,24,8,18,18,12,0,0,0,220,220,140,5,5,1,20,No,0,1,0,0,7
Frederick Memorial Hospital,Region II,Frederick County,9/8/20,09:58:00,2,1,24,9,18,18,15,0,0,0,220,220,143,5,5,1,18,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,9/9/20,09:47:00,2,1,24,6,18,18,16,0,0,0,220,220,143,5,5,2,33,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/10/20,12:03:00,3,1,24,4,18,18,12,0,0,0,220,220,151,5,5,1,42,No,0,1,0,0,4
Frederick Memorial Hospital,Region II,Frederick County,9/11/20,12:03:00,3,1,24,4,18,18,12,0,0,0,220,220,151,5,5,1,42,No,0,1,0,0,4
Frederick Memorial Hospital,Region II,Frederick County,9/12/20,10:34:00,2,1,24,5,18,18,14,0,0,0,220,220,158,5,5,0,20,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,9/13/20,11:34:00,2,1,24,5,18,18,13,0,0,0,220,220,152,5,5,0,24,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/14/20,12:08:00,3,1,24,7,18,18,17,0,0,0,220,220,150,5,5,0,32,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/15/20,13:43:00,1,1,24,4,18,18,16,0,0,0,220,220,154,5,5,2,28,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/16/20,10:25:00,3,0,24,3,18,18,15,0,0,0,220,220,160,5,5,0,23,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,9/17/20,10:05:00,2,0,24,4,18,18,14,0,0,0,220,220,161,5,5,0,23,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/18/20,10:53:00,1,0,24,4,18,18,12,0,0,0,220,220,155,5,5,1,32,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,9/19/20,10:41:00,0,0,24,4,18,18,9,0,0,0,220,220,156,5,5,1,26,No,0,1,0,0,5
Frederick Memorial Hospital,Region II,Frederick County,9/20/20,10:10:00,0,0,24,3,18,18,12,0,0,0,220,220,146,5,5,0,34,No,0,2,0,0,3
Frederick Memorial Hospital,Region II,Frederick County,9/21/20,11:06:00,0,0,24,4,18,18,8,0,0,0,220,220,146,5,5,0,35,No,0,1,0,0,6
Frederick Memorial Hospital,Region II,Frederick County,9/22/20,10:35:00,2,2,24,4,18,18,12,0,0,0,220,220,157,5,5,1,25,No,0,1,0,0,3
Frederick Memorial Hospital,Region II,Frederick County,9/23/20,14:57:00,3,2,24,2,18,18,13,0,0,0,220,220,133,5,5,1,21,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,9/24/20,11:12:00,3,2,24,3,18,18,11,0,0,0,220,220,144,5,5,2,30,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,9/25/20,11:52:00,3,2,24,3,18,18,10,0,0,0,220,220,153,5,5,1,37,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,9/26/20,11:49:00,2,2,24,2,18,18,12,0,0,0,220,220,144,5,5,1,26,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,9/27/20,10:11:00,2,1,24,2,18,18,8,0,0,0,220,220,137,5,5,1,26,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,9/28/20,10:38:00,2,1,24,2,18,18,11,0,0,0,220,220,124,5,5,1,34,No,0,1,0,0,3
Frederick Memorial Hospital,Region II,Frederick County,9/29/20,11:45:00,5,1,24,2,18,18,12,0,0,0,220,220,151,5,5,3,30,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,9/30/20,10:17:00,5,1,24,3,18,18,11,0,0,0,220,220,143,5,5,2,14,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/1/20,09:47:00,5,1,24,3,18,18,16,0,0,0,220,220,133,5,5,2,10,No,0,2,0,0,3
Frederick Memorial Hospital,Region II,Frederick County,10/2/20,10:46:00,3,3,24,5,18,18,16,0,0,0,220,220,140,5,5,0,33,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/3/20,10:11:00,3,2,24,4,18,18,16,0,0,0,220,220,146,5,5,1,18,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/4/20,10:56:00,4,1,24,3,18,18,8,0,0,0,220,220,140,5,5,3,23,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/5/20,10:35:00,4,3,24,5,18,18,13,0,0,0,220,220,134,5,5,2,21,No,0,3,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,10/6/20,11:54:00,3,2,24,2,18,18,13,0,0,0,220,220,139,5,5,0,22,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/7/20,10:05:00,3,3,24,4,18,18,14,0,0,0,220,220,131,5,5,3,24,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/8/20,10:57:00,3,3,24,3,18,18,12,0,0,0,220,220,157,5,5,3,31,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/9/20,10:45:00,5,3,24,4,18,18,12,0,0,0,220,220,150,5,5,3,16,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/10/20,11:26:00,4,2,24,2,18,18,11,0,0,0,220,220,142,5,5,1,32,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/11/20,10:06:00,4,2,24,3,18,18,10,0,0,0,220,220,145,5,5,0,21,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/12/20,09:40:00,4,2,24,4,18,18,12,0,0,0,220,220,128,5,5,0,32,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/13/20,12:11:00,5,2,24,4,18,18,12,0,0,0,220,220,140,5,5,0,34,No,0,1,0,0,3
Frederick Memorial Hospital,Region II,Frederick County,10/14/20,10:11:00,5,1,24,4,18,18,11,0,0,0,220,220,150,5,5,2,31,No,0,2,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,10/15/20,10:16:00,7,1,24,6,18,18,14,0,0,0,220,220,147,5,5,2,29,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/16/20,10:03:00,5,2,24,4,18,18,11,0,0,0,220,220,155,5,5,0,27,No,0,2,0,0,4
Frederick Memorial Hospital,Region II,Frederick County,10/17/20,10:47:00,6,2,24,5,18,18,10,0,0,0,220,220,143,5,5,0,26,No,0,1,0,0,40
Frederick Memorial Hospital,Region II,Frederick County,10/18/20,11:23:00,8,3,24,7,18,18,15,0,0,0,220,220,134,5,5,1,21,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/19/20,10:45:00,8,4,24,6,18,18,17,0,0,0,220,220,138,5,5,1,26,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/20/20,10:45:00,8,4,24,7,18,18,15,0,0,0,220,220,150,5,5,1,27,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/21/20,10:15:00,8,4,24,6,18,18,12,0,0,0,220,220,145,5,5,2,18,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/22/20,13:07:00,10,4,24,6,18,18,15,0,0,0,220,220,144,5,5,3,36,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/23/20,10:47:00,13,4,24,3,18,18,16,0,0,0,220,220,157,5,5,3,24,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/24/20,10:48:00,15,4,24,2,18,18,16,0,0,0,220,220,161,5,5,2,22,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/25/20,10:32:00,17,3,24,2,18,18,12,0,0,0,220,220,156,5,5,1,23,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/26/20,11:53:00,14,3,24,1,18,18,8,0,0,0,220,220,159,5,5,0,38,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/27/20,10:09:00,15,2,24,2,18,18,9,0,0,0,220,220,158,5,5,1,44,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/28/20,13:08:00,12,2,24,1,18,18,9,0,0,0,220,220,143,5,5,1,37,No,0,1,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,10/29/20,12:08:00,14,2,24,2,18,18,11,0,0,0,220,220,151,5,5,2,42,No,0,1,0,0,2
Frederick Memorial Hospital,Region II,Frederick County,10/30/20,11:11:00,14,2,24,1,18,18,12,0,0,0,220,220,165,5,5,0,24,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,10/31/20,10:38:00,12,2,24,4,18,18,13,0,0,0,220,220,164,5,5,0,25,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/1/20,14:25:00,13,1,24,3,18,18,13,0,0,0,220,220,163,5,5,0,46,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/2/20,09:54:00,15,1,24,3,18,18,13,0,0,0,220,220,157,5,5,0,28,No,0,2,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,11/3/20,11:18:00,13,1,24,2,19,19,10,0,0,0,220,220,168,5,5,1,30,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/4/20,10:16:00,11,1,24,4,19,19,10,0,0,0,220,220,151,5,5,1,24,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/5/20,11:22:00,12,0,24,4,19,19,10,0,0,0,220,220,158,5,5,1,33,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/6/20,15:33:00,11,1,24,4,19,19,12,0,0,0,220,220,144,5,5,0,46,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/7/20,11:01:00,13,0,24,2,19,19,13,0,0,0,220,220,155,5,5,1,34,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/8/20,16:27:00,15,0,24,3,19,19,10,0,0,0,220,220,144,5,5,1,38,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/9/20,11:20:00,17,1,24,4,19,19,15,0,0,0,220,220,153,5,5,1,36,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/10/20,11:21:00,16,2,24,4,19,19,16,0,0,0,220,220,171,5,5,0,34,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/11/20,10:38:00,16,2,24,4,19,19,15,0,0,0,220,220,169,5,5,0,17,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/12/20,10:27:00,18,2,24,4,19,19,11,0,0,0,220,220,161,5,5,0,31,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/13/20,11:30:00,20,3,24,3,19,19,12,0,0,0,220,220,155,5,5,1,28,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/14/20,11:16:00,21,3,24,3,19,19,9,0,0,0,220,220,149,5,5,1,24,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/15/20,10:49:00,22,2,24,4,19,19,10,0,0,0,220,220,143,5,5,2,32,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/16/20,10:21:00,29,1,24,5,19,19,11,0,0,0,220,220,158,5,5,1,29,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/17/20,10:49:00,26,1,24,5,19,19,11,0,0,0,220,220,160,5,5,0,27,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/18/20,11:29:00,24,1,24,5,19,19,14,0,0,0,220,220,155,5,5,1,25,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/19/20,14:08:00,18,2,24,4,19,19,14,0,0,0,220,220,139,5,5,1,39,No,0,2,0,0,1
Frederick Memorial Hospital,Region II,Frederick County,11/20/20,10:12:00,17,3,24,5,19,19,15,0,0,0,220,220,157,5,5,1,18,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/21/20,13:15:00,18,3,24,4,16,16,15,0,0,0,220,220,154,5,5,1,18,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/22/20,12:56:00,18,4,24,4,16,12,15,0,0,0,220,220,143,5,5,0,36,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/23/20,11:19:00,20,4,24,4,19,19,12,0,0,0,220,220,139,5,5,0,20,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/24/20,11:35:00,26,5,24,3,19,19,11,0,0,0,220,220,156,5,5,0,22,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/25/20,10:22:00,36,5,24,3,19,19,10,0,0,0,220,220,155,5,5,0,25,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/26/20,10:59:00,34,5,24,3,19,19,15,0,0,0,220,220,141,5,5,2,23,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/27/20,09:57:00,31,6,24,5,19,19,14,0,0,0,220,220,154,5,5,2,24,No,0,1,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/28/20,11:02:00,34,3,24,5,19,19,15,0,0,0,220,220,146,5,5,1,30,No,0,3,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/29/20,12:15:00,33,2,24,2,19,19,15,0,0,0,220,220,138,5,5,2,32,No,0,2,0,0,0
Frederick Memorial Hospital,Region II,Frederick County,11/30/20,11:07:00,32,4,24,3,19,19,15,0,0,0,220,220,141,5,5,1,33,No,0,3,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/25/20,,0,0,4,null,4,4,1,0,0,0,41,41,5,0,0,0,0,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/26/20,,0,0,4,null,4,4,2,0,0,0,32,41,10,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/27/20,,0,0,4,null,4,4,2,0,0,0,41,41,14,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/28/20,,0,0,4,null,4,4,2,0,0,0,41,41,10,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/29/20,,0,0,4,null,4,4,3,0,0,0,41,41,9,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/30/20,,0,0,4,null,4,4,3,0,0,0,41,41,13,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,3/31/20,,0,1,4,null,4,4,2,0,0,0,41,41,10,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/1/20,1:26:00 PM,null,null,4,null,4,4,2,0,0,0,41,41,9,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/2/20,10:50:57 AM,0,0,4,0,4,4,1,0,0,0,41,41,9,0,0,0,6,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/3/20,9:19:56 AM,0,0,4,0,4,4,2,0,0,0,41,41,8,0,0,0,0,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/4/20,1:16:06 PM,0,0,4,0,4,4,2,0,0,0,41,41,9,0,0,0,0,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/5/20,10:22:07 AM,0,0,4,0,4,4,1,0,0,0,41,41,5,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/6/20,11:48:21 AM,0,0,4,0,4,4,1,0,0,0,41,41,7,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/7/20,11:19:05 AM,0,0,4,0,4,4,1,0,0,0,41,41,8,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/8/20,10:18:34 AM,0,0,3,1,4,4,2,0,0,0,41,41,9,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/9/20,9:30:56 AM,0,0,4,0,4,4,1,0,0,0,41,41,5,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/10/20,9:22:28 AM,0,0,4,0,4,4,2,0,0,0,41,41,2,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/11/20,9:18:28,0,0,4,0,4,4,0,0,0,0,41,41,4,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/12/20,9:03:57,0,0,4,0,4,4,1,0,0,0,41,41,7,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/13/20,2:22:32 PM,0,0,4,0,4,4,1,0,0,0,41,41,6,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/14/20,9:06:48 AM,0,0,4,0,4,4,1,0,0,0,41,41,4,0,0,0,3,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/15/20,9:10:06,0,0,4,0,4,4,1,0,0,0,41,41,2,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/16/20,12:20:46,0,0,4,0,4,4,1,0,0,0,41,41,9,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/26/20,09:28:00,0,0,4,0,4,4,1,0,0,0,41,41,13,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/27/20,12:41:00,0,0,4,0,4,4,1,0,0,0,41,41,11,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/28/20,10:15:00,0,0,4,0,4,4,2,0,0,0,41,41,12,0,0,0,0,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/29/20,09:14:00,0,0,3,1,4,4,2,0,0,0,41,41,11,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,4/30/20,12:57:00,0,0,3,1,4,4,2,0,0,0,41,41,7,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/1/20,10:46:00,0,0,4,0,4,4,2,0,0,0,41,41,10,0,0,0,4,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/2/20,13:03:00,0,0,4,0,4,4,2,0,0,0,41,41,12,0,0,0,0,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/3/20,13:22:00,0,0,4,0,4,4,1,0,0,0,41,41,7,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/4/20,13:20:00,0,0,4,0,4,4,2,0,0,0,41,41,6,0,0,0,1,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/5/20,14:08:00,0,0,4,0,4,4,3,0,0,0,41,41,16,0,0,0,3,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/6/20,13:46:00,0,0,4,0,4,4,2,0,0,0,41,41,16,0,0,0,2,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/7/20,14:05:00,0,0,4,0,4,4,2,0,0,0,41,41,19,0,0,0,3,No,0,1,0,0,
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/8/20,13:21:00,0,0,4,0,4,4,2,0,0,0,41,41,12,0,0,0,0,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/9/20,14:42:00,0,0,4,0,4,4,3,0,0,0,41,41,16,0,0,0,3,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/10/20,13:51:00,0,0,4,0,4,4,2,0,0,0,41,41,13,0,0,0,1,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/11/20,09:05:00,0,0,4,0,4,4,3,0,0,0,41,41,11,0,0,0,3,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/12/20,16:03:00,0,0,4,0,4,4,2,0,0,0,41,41,11,0,0,0,1,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/13/20,09:19:00,0,0,4,0,4,4,2,0,0,0,41,41,12,0,0,0,2,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/14/20,09:55:00,0,0,4,0,4,4,1,0,0,0,41,41,7,0,0,0,3,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/15/20,10:38:00,0,0,4,0,4,4,1,0,0,0,41,41,11,0,0,0,3,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/16/20,14:12:00,0,0,4,0,4,4,1,0,0,0,41,41,15,0,0,0,1,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/17/20,14:28:00,0,0,4,0,4,4,1,0,0,0,41,41,11,0,0,0,5,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/18/20,12:39:00,0,0,4,0,4,4,1,0,0,0,41,41,10,0,0,0,0,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/19/20,10:37:00,0,0,4,0,4,4,2,0,0,0,41,41,14,0,0,0,3,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/20/20,09:19:00,0,0,4,0,4,4,1,0,0,0,41,41,15,0,0,0,0,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/21/20,09:32:00,0,0,4,0,4,4,2,0,0,0,41,41,15,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/22/20,09:28:00,0,0,4,0,4,4,3,0,0,0,41,41,13,0,0,0,3,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/23/20,13:06:00,0,0,4,0,4,4,1,0,0,0,41,41,13,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/24/20,09:53:00,0,0,4,0,4,4,1,0,0,0,41,41,14,0,0,0,1,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/25/20,09:12:00,0,0,4,0,4,4,1,0,0,0,41,41,12,0,0,0,4,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/26/20,09:50:00,0,0,4,0,4,4,2,0,0,0,41,41,11,0,0,0,3,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/27/20,09:59:00,0,0,4,0,4,4,2,0,0,0,41,41,19,0,0,0,2,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/28/20,13:14:00,0,0,4,0,4,4,2,0,0,0,41,41,23,0,0,0,1,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/29/20,09:34:00,0,0,4,0,4,4,2,0,0,0,41,41,22,0,0,0,3,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/30/20,10:12:00,0,0,4,0,4,4,3,0,0,0,41,41,16,0,0,0,6,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,5/31/20,09:08:00,0,0,4,0,4,4,2,0,0,0,41,41,19,0,0,0,1,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/1/20,09:56:00,0,0,4,0,4,4,2,0,0,0,41,41,15,0,0,0,5,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/2/20,09:07:00,0,0,4,0,4,4,2,0,0,0,41,41,17,0,0,0,0,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/3/20,09:35:00,0,0,4,0,4,4,2,0,0,0,41,41,15,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/4/20,09:12:00,0,0,4,0,4,4,2,0,0,0,41,41,15,0,0,0,3,No,0,1,0,0,3
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/5/20,16:46:00,0,0,4,0,4,4,2,0,0,0,41,41,15,0,0,0,3,No,0,1,0,0,3
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/6/20,09:12:00,0,0,4,0,4,4,2,0,0,0,41,41,9,0,0,0,4,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/7/20,09:05:00,0,0,4,0,4,4,3,0,0,0,41,41,10,0,0,0,1,No,0,1,0,0,2
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/8/20,12:48:00,0,0,4,0,4,4,3,0,0,0,41,41,13,0,0,0,5,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/9/20,09:06:00,0,0,4,0,4,4,1,0,0,0,41,41,16,0,0,0,2,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/10/20,10:58:00,0,0,4,0,4,4,1,0,0,0,41,41,10,0,0,0,6,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/11/20,09:07:00,0,0,4,0,4,4,0,0,0,0,41,41,8,0,0,0,3,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/12/20,10:15:00,0,0,4,0,4,4,0,0,0,0,41,41,10,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/13/20,09:10:00,0,0,4,0,4,4,0,0,0,0,41,41,9,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/14/20,09:14:00,0,0,4,0,4,4,0,0,0,0,41,41,8,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/15/20,09:19:00,0,0,4,0,4,4,0,0,0,0,41,41,10,0,0,0,3,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/16/20,10:04:00,0,0,4,0,4,4,1,0,0,0,41,41,16,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/17/20,13:21:00,0,0,4,0,4,4,1,0,0,0,41,41,16,0,0,0,2,No,0,1,0,0,0
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/18/20,10:58:00,0,0,4,0,4,4,1,0,0,0,41,41,15,0,0,0,6,No,0,1,0,0,1
Garrett Memorial Hospital (WVU),Region I,Garrett County,6/19/20,09:39:00,0,0,4,0,4,4,1,0,0,0,41,41,17,0,0,0,3,No,0,1,0,0,2
