hospital,hospital_id,date,active_acute,active_icu,active_allbeds
Franklin Square (MedStar),h41936996,2020-06-15,19,4,23
Franklin Square (MedStar),h41936996,2020-06-16,16,5,21
Franklin Square (MedStar),h41936996,2020-06-17,11,5,16
Franklin Square (MedStar),h41936996,2020-06-18,8,5,13
Franklin Square (MedStar),h41936996,2020-06-19,10,5,15
Franklin Square (MedStar),h41936996,2020-06-20,4,5,9
Franklin Square (MedStar),h41936996,2020-06-21,10,7,17
Franklin Square (MedStar),h41936996,2020-06-22,10,5,15
Franklin Square (MedStar),h41936996,2020-06-23,10,3,13
Franklin Square (MedStar),h41936996,2020-06-24,9,4,13
Franklin Square (MedStar),h41936996,2020-06-25,9,5,14
Franklin Square (MedStar),h41936996,2020-06-26,10,5,15
Franklin Square (MedStar),h41936996,2020-06-27,9,4,13
Franklin Square (MedStar),h41936996,2020-06-28,5,3,8
Franklin Square (MedStar),h41936996,2020-06-29,9,5,14
Franklin Square (MedStar),h41936996,2020-06-30,11,5,16
Franklin Square (MedStar),h41936996,2020-07-01,14,4,18
Franklin Square (MedStar),h41936996,2020-07-02,10,3,13
Franklin Square (MedStar),h41936996,2020-07-03,9,3,12
Franklin Square (MedStar),h41936996,2020-07-04,5,2,7
Franklin Square (MedStar),h41936996,2020-07-05,5,2,7
Franklin Square (MedStar),h41936996,2020-07-06,7,2,9
Franklin Square (MedStar),h41936996,2020-07-07,7,3,10
Franklin Square (MedStar),h41936996,2020-07-08,9,3,12
Franklin Square (MedStar),h41936996,2020-07-09,7,3,10
Franklin Square (MedStar),h41936996,2020-07-10,4,4,8
Franklin Square (MedStar),h41936996,2020-07-11,7,3,10
Franklin Square (MedStar),h41936996,2020-07-12,8,3,11
Franklin Square (MedStar),h41936996,2020-07-13,12,3,15
Franklin Square (MedStar),h41936996,2020-07-14,17,3,20
Franklin Square (MedStar),h41936996,2020-07-15,16,4,20
Franklin Square (MedStar),h41936996,2020-07-16,13,5,18
Franklin Square (MedStar),h41936996,2020-07-17,15,6,21
Franklin Square (MedStar),h41936996,2020-07-18,9,5,14
Franklin Square (MedStar),h41936996,2020-07-19,12,5,17
Franklin Square (MedStar),h41936996,2020-07-20,14,6,20
Franklin Square (MedStar),h41936996,2020-07-21,14,8,22
Franklin Square (MedStar),h41936996,2020-07-22,19,9,28
Franklin Square (MedStar),h41936996,2020-07-23,17,9,26
Franklin Square (MedStar),h41936996,2020-07-24,17,12,29
Franklin Square (MedStar),h41936996,2020-07-25,17,11,28
Franklin Square (MedStar),h41936996,2020-07-26,20,9,29
Franklin Square (MedStar),h41936996,2020-07-27,24,7,31
Franklin Square (MedStar),h41936996,2020-07-28,26,7,33
Franklin Square (MedStar),h41936996,2020-07-29,25,5,30
Franklin Square (MedStar),h41936996,2020-07-30,25,4,29
Franklin Square (MedStar),h41936996,2020-07-31,25,3,28
Franklin Square (MedStar),h41936996,2020-08-01,20,4,24
Franklin Square (MedStar),h41936996,2020-08-02,25,6,31
Franklin Square (MedStar),h41936996,2020-08-03,21,8,29
Franklin Square (MedStar),h41936996,2020-08-04,19,8,27
Franklin Square (MedStar),h41936996,2020-08-05,23,9,32
Franklin Square (MedStar),h41936996,2020-08-06,23,7,30
Franklin Square (MedStar),h41936996,2020-08-07,23,7,30
Franklin Square (MedStar),h41936996,2020-08-08,21,6,27
Franklin Square (MedStar),h41936996,2020-08-09,23,7,30
Franklin Square (MedStar),h41936996,2020-08-10,25,7,32
Franklin Square (MedStar),h41936996,2020-08-11,24,6,30
Franklin Square (MedStar),h41936996,2020-08-12,18,7,25
Franklin Square (MedStar),h41936996,2020-08-13,17,7,24
Franklin Square (MedStar),h41936996,2020-08-14,14,8,22
Franklin Square (MedStar),h41936996,2020-08-15,17,9,26
Franklin Square (MedStar),h41936996,2020-08-16,17,8,25
Franklin Square (MedStar),h41936996,2020-08-17,19,5,24
Franklin Square (MedStar),h41936996,2020-08-18,16,6,22
Franklin Square (MedStar),h41936996,2020-08-19,13,6,19
Franklin Square (MedStar),h41936996,2020-08-20,11,5,16
Franklin Square (MedStar),h41936996,2020-08-21,12,6,18
Franklin Square (MedStar),h41936996,2020-08-22,11,7,18
Franklin Square (MedStar),h41936996,2020-08-23,11,7,18
Franklin Square (MedStar),h41936996,2020-08-24,15,8,23
Franklin Square (MedStar),h41936996,2020-08-25,16,7,23
Franklin Square (MedStar),h41936996,2020-08-26,18,5,23
Franklin Square (MedStar),h41936996,2020-08-27,19,5,24
Franklin Square (MedStar),h41936996,2020-08-28,21,5,26
Franklin Square (MedStar),h41936996,2020-08-29,19,4,23
Franklin Square (MedStar),h41936996,2020-08-30,17,5,22
Franklin Square (MedStar),h41936996,2020-08-31,18,5,23
Franklin Square (MedStar),h41936996,2020-09-01,19,6,25
Franklin Square (MedStar),h41936996,2020-09-02,18,7,25
Franklin Square (MedStar),h41936996,2020-09-03,19,7,26
Franklin Square (MedStar),h41936996,2020-09-04,18,7,25
Franklin Square (MedStar),h41936996,2020-09-05,16,6,22
Franklin Square (MedStar),h41936996,2020-09-06,16,7,23
Franklin Square (MedStar),h41936996,2020-09-07,17,7,24
Franklin Square (MedStar),h41936996,2020-09-08,21,5,26
Franklin Square (MedStar),h41936996,2020-09-09,19,5,24
Franklin Square (MedStar),h41936996,2020-09-10,16,4,20
Franklin Square (MedStar),h41936996,2020-09-11,14,3,17
Franklin Square (MedStar),h41936996,2020-09-12,15,5,20
Franklin Square (MedStar),h41936996,2020-09-13,10,4,14
Franklin Square (MedStar),h41936996,2020-09-14,15,4,19
Franklin Square (MedStar),h41936996,2020-09-15,15,4,19
Franklin Square (MedStar),h41936996,2020-09-16,15,4,19
Franklin Square (MedStar),h41936996,2020-09-17,11,5,16
Franklin Square (MedStar),h41936996,2020-09-18,9,4,13
Franklin Square (MedStar),h41936996,2020-09-19,12,1,13
Franklin Square (MedStar),h41936996,2020-09-20,12,2,14
Franklin Square (MedStar),h41936996,2020-09-21,11,3,14
Franklin Square (MedStar),h41936996,2020-09-22,10,3,13
Franklin Square (MedStar),h41936996,2020-09-23,11,4,15
Franklin Square (MedStar),h41936996,2020-09-24,12,3,15
Franklin Square (MedStar),h41936996,2020-09-25,14,3,17
Franklin Square (MedStar),h41936996,2020-09-26,14,3,17
Franklin Square (MedStar),h41936996,2020-09-27,12,3,15
Franklin Square (MedStar),h41936996,2020-09-28,13,3,16
Franklin Square (MedStar),h41936996,2020-09-29,13,3,16
Franklin Square (MedStar),h41936996,2020-09-30,9,3,12
Franklin Square (MedStar),h41936996,2020-10-01,7,2,9
Franklin Square (MedStar),h41936996,2020-10-02,7,2,9
Franklin Square (MedStar),h41936996,2020-10-03,7,2,9
Franklin Square (MedStar),h41936996,2020-10-04,8,2,10
Franklin Square (MedStar),h41936996,2020-10-05,7,2,9
Franklin Square (MedStar),h41936996,2020-10-06,9,2,11
Franklin Square (MedStar),h41936996,2020-10-07,10,0,10
Franklin Square (MedStar),h41936996,2020-10-08,12,0,12
Franklin Square (MedStar),h41936996,2020-10-09,15,0,15
Franklin Square (MedStar),h41936996,2020-10-10,17,0,17
Franklin Square (MedStar),h41936996,2020-10-11,11,1,12
Franklin Square (MedStar),h41936996,2020-10-12,13,3,16
Franklin Square (MedStar),h41936996,2020-10-13,16,3,19
Franklin Square (MedStar),h41936996,2020-10-14,10,3,13
Franklin Square (MedStar),h41936996,2020-10-15,11,4,15
Franklin Square (MedStar),h41936996,2020-10-16,13,3,16
Franklin Square (MedStar),h41936996,2020-10-17,15,3,18
Franklin Square (MedStar),h41936996,2020-10-18,13,3,16
Franklin Square (MedStar),h41936996,2020-10-19,12,3,15
Franklin Square (MedStar),h41936996,2020-10-20,12,4,16
Franklin Square (MedStar),h41936996,2020-10-21,15,5,20
Franklin Square (MedStar),h41936996,2020-10-22,17,5,22
Franklin Square (MedStar),h41936996,2020-10-23,17,3,20
Franklin Square (MedStar),h41936996,2020-10-24,19,3,22
Franklin Square (MedStar),h41936996,2020-10-25,20,4,24
Franklin Square (MedStar),h41936996,2020-10-26,22,4,26
Franklin Square (MedStar),h41936996,2020-10-27,17,4,21
Franklin Square (MedStar),h41936996,2020-10-28,14,3,17
Franklin Square (MedStar),h41936996,2020-10-29,14,4,18
Franklin Square (MedStar),h41936996,2020-10-30,16,4,20
Franklin Square (MedStar),h41936996,2020-10-31,14,5,19
Franklin Square (MedStar),h41936996,2020-11-01,14,6,20
Franklin Square (MedStar),h41936996,2020-11-02,15,6,21
Franklin Square (MedStar),h41936996,2020-11-03,17,6,23
Franklin Square (MedStar),h41936996,2020-11-04,17,6,23
Franklin Square (MedStar),h41936996,2020-11-05,23,6,29
Franklin Square (MedStar),h41936996,2020-11-06,18,7,25
Franklin Square (MedStar),h41936996,2020-11-07,20,6,26
Franklin Square (MedStar),h41936996,2020-11-08,22,6,28
Franklin Square (MedStar),h41936996,2020-11-09,20,6,26
Franklin Square (MedStar),h41936996,2020-11-10,18,7,25
Franklin Square (MedStar),h41936996,2020-11-11,22,9,31
Franklin Square (MedStar),h41936996,2020-11-12,29,12,41
Franklin Square (MedStar),h41936996,2020-11-13,30,12,42
Franklin Square (MedStar),h41936996,2020-11-14,34,14,48
Franklin Square (MedStar),h41936996,2020-11-15,39,15,54
Franklin Square (MedStar),h41936996,2020-11-16,40,16,56
Franklin Square (MedStar),h41936996,2020-11-17,53,15,68
Franklin Square (MedStar),h41936996,2020-11-18,53,12,65
Franklin Square (MedStar),h41936996,2020-11-19,53,13,66
Franklin Square (MedStar),h41936996,2020-11-20,50,12,62
Franklin Square (MedStar),h41936996,2020-11-21,51,11,62
Franklin Square (MedStar),h41936996,2020-11-22,55,11,66
Franklin Square (MedStar),h41936996,2020-11-23,58,12,70
Franklin Square (MedStar),h41936996,2020-11-24,59,14,73
Franklin Square (MedStar),h41936996,2020-11-25,54,13,67
Franklin Square (MedStar),h41936996,2020-11-26,54,14,68
Franklin Square (MedStar),h41936996,2020-11-27,59,14,73
Franklin Square (MedStar),h41936996,2020-11-28,59,15,74
Franklin Square (MedStar),h41936996,2020-11-29,62,14,76
Franklin Square (MedStar),h41936996,2020-11-30,62,17,79
Frederick Memorial Hospital,h27068501,2020-03-25,0,0,0
Frederick Memorial Hospital,h27068501,2020-03-26,0,0,0
Frederick Memorial Hospital,h27068501,2020-03-27,0,2,2
Frederick Memorial Hospital,h27068501,2020-03-28,0,3,3
Frederick Memorial Hospital,h27068501,2020-03-29,4,6,10
Frederick Memorial Hospital,h27068501,2020-03-30,4,6,10
Frederick Memorial Hospital,h27068501,2020-03-31,2,6,8
Frederick Memorial Hospital,h27068501,2020-04-01,,,
Frederick Memorial Hospital,h27068501,2020-04-02,2,7,9
Frederick Memorial Hospital,h27068501,2020-04-03,2,9,11
Frederick Memorial Hospital,h27068501,2020-04-04,4,8,12
Frederick Memorial Hospital,h27068501,2020-04-05,6,8,14
Frederick Memorial Hospital,h27068501,2020-04-06,8,8,16
Frederick Memorial Hospital,h27068501,2020-04-07,9,7,16
Frederick Memorial Hospital,h27068501,2020-04-08,15,12,27
Frederick Memorial Hospital,h27068501,2020-04-09,11,7,18
Frederick Memorial Hospital,h27068501,2020-04-10,10,10,20
Frederick Memorial Hospital,h27068501,2020-04-11,11,10,21
Frederick Memorial Hospital,h27068501,2020-04-12,10,10,20
Frederick Memorial Hospital,h27068501,2020-04-13,12,10,22
Frederick Memorial Hospital,h27068501,2020-04-14,12,12,24
Frederick Memorial Hospital,h27068501,2020-04-15,13,12,25
Frederick Memorial Hospital,h27068501,2020-04-16,13,11,24
Frederick Memorial Hospital,h27068501,2020-04-17,12,12,24
Frederick Memorial Hospital,h27068501,2020-04-18,14,11,25
Frederick Memorial Hospital,h27068501,2020-04-19,17,11,28
Frederick Memorial Hospital,h27068501,2020-04-20,19,12,31
Frederick Memorial Hospital,h27068501,2020-04-21,14,14,28
Frederick Memorial Hospital,h27068501,2020-04-22,12,12,24
Frederick Memorial Hospital,h27068501,2020-04-23,13,11,24
Frederick Memorial Hospital,h27068501,2020-04-24,20,9,29
Frederick Memorial Hospital,h27068501,2020-04-25,16,9,25
Frederick Memorial Hospital,h27068501,2020-04-26,16,10,26
Frederick Memorial Hospital,h27068501,2020-04-27,15,11,26
Frederick Memorial Hospital,h27068501,2020-04-28,21,9,30
Frederick Memorial Hospital,h27068501,2020-04-29,29,8,37
Frederick Memorial Hospital,h27068501,2020-04-30,28,5,33
Frederick Memorial Hospital,h27068501,2020-05-01,23,5,28
Frederick Memorial Hospital,h27068501,2020-05-02,20,9,29
Frederick Memorial Hospital,h27068501,2020-05-03,21,9,30
Frederick Memorial Hospital,h27068501,2020-05-04,20,12,32
Frederick Memorial Hospital,h27068501,2020-05-05,19,13,32
Frederick Memorial Hospital,h27068501,2020-05-06,19,15,34
Frederick Memorial Hospital,h27068501,2020-05-07,20,14,34
Frederick Memorial Hospital,h27068501,2020-05-08,26,11,37
Frederick Memorial Hospital,h27068501,2020-05-09,25,10,35
Frederick Memorial Hospital,h27068501,2020-05-10,24,9,33
Frederick Memorial Hospital,h27068501,2020-05-11,23,9,32
Frederick Memorial Hospital,h27068501,2020-05-12,20,10,30
Frederick Memorial Hospital,h27068501,2020-05-13,15,11,26
Frederick Memorial Hospital,h27068501,2020-05-14,19,10,29
Frederick Memorial Hospital,h27068501,2020-05-15,20,9,29
Frederick Memorial Hospital,h27068501,2020-05-16,18,8,26
Frederick Memorial Hospital,h27068501,2020-05-17,21,9,30
Frederick Memorial Hospital,h27068501,2020-05-18,23,9,32
Frederick Memorial Hospital,h27068501,2020-05-19,18,10,28
Frederick Memorial Hospital,h27068501,2020-05-20,16,11,27
Frederick Memorial Hospital,h27068501,2020-05-21,21,9,30
Frederick Memorial Hospital,h27068501,2020-05-22,20,11,31
Frederick Memorial Hospital,h27068501,2020-05-23,17,11,28
Frederick Memorial Hospital,h27068501,2020-05-24,14,11,25
Frederick Memorial Hospital,h27068501,2020-05-25,12,10,22
Frederick Memorial Hospital,h27068501,2020-05-26,14,10,24
Frederick Memorial Hospital,h27068501,2020-05-27,12,10,22
Frederick Memorial Hospital,h27068501,2020-05-28,12,9,21
Frederick Memorial Hospital,h27068501,2020-05-29,15,9,24
Frederick Memorial Hospital,h27068501,2020-05-30,15,9,24
Frederick Memorial Hospital,h27068501,2020-05-31,11,8,19
Frederick Memorial Hospital,h27068501,2020-06-01,12,7,19
Frederick Memorial Hospital,h27068501,2020-06-02,13,5,18
Frederick Memorial Hospital,h27068501,2020-06-03,13,5,18
Frederick Memorial Hospital,h27068501,2020-06-04,8,4,12
Frederick Memorial Hospital,h27068501,2020-06-05,8,5,13
Frederick Memorial Hospital,h27068501,2020-06-06,9,6,15
Frederick Memorial Hospital,h27068501,2020-06-07,6,6,12
Frederick Memorial Hospital,h27068501,2020-06-08,9,6,15
Frederick Memorial Hospital,h27068501,2020-06-09,8,6,14
Frederick Memorial Hospital,h27068501,2020-06-10,7,5,12
Frederick Memorial Hospital,h27068501,2020-06-11,8,3,11
Frederick Memorial Hospital,h27068501,2020-06-12,10,2,12
Frederick Memorial Hospital,h27068501,2020-06-13,8,2,10
Frederick Memorial Hospital,h27068501,2020-06-14,10,1,11
Frederick Memorial Hospital,h27068501,2020-06-15,10,0,10
Frederick Memorial Hospital,h27068501,2020-06-16,10,1,11
Frederick Memorial Hospital,h27068501,2020-06-17,9,1,10
Frederick Memorial Hospital,h27068501,2020-06-18,8,1,9
Frederick Memorial Hospital,h27068501,2020-06-19,7,1,8
Frederick Memorial Hospital,h27068501,2020-06-20,10,1,11
Frederick Memorial Hospital,h27068501,2020-06-21,7,1,8
Frederick Memorial Hospital,h27068501,2020-06-22,7,1,8
Frederick Memorial Hospital,h27068501,2020-06-23,4,1,5
Frederick Memorial Hospital,h27068501,2020-06-24,5,1,6
Frederick Memorial Hospital,h27068501,2020-06-25,6,0,6
Frederick Memorial Hospital,h27068501,2020-06-26,5,0,5
Frederick Memorial Hospital,h27068501,2020-06-27,5,0,5
Frederick Memorial Hospital,h27068501,2020-06-28,6,0,6
Frederick Memorial Hospital,h27068501,2020-06-29,7,0,7
Frederick Memorial Hospital,h27068501,2020-06-30,7,0,7
Frederick Memorial Hospital,h27068501,2020-07-01,6,0,6
Frederick Memorial Hospital,h27068501,2020-07-02,4,0,4
Frederick Memorial Hospital,h27068501,2020-07-03,5,0,5
Frederick Memorial Hospital,h27068501,2020-07-04,4,0,4
Frederick Memorial Hospital,h27068501,2020-07-05,5,0,5
Frederick Memorial Hospital,h27068501,2020-07-06,3,0,3
Frederick Memorial Hospital,h27068501,2020-07-07,2,0,2
Frederick Memorial Hospital,h27068501,2020-07-08,2,0,2
Frederick Memorial Hospital,h27068501,2020-07-09,3,1,4
Frederick Memorial Hospital,h27068501,2020-07-10,5,0,5
Frederick Memorial Hospital,h27068501,2020-07-11,6,0,6
Frederick Memorial Hospital,h27068501,2020-07-12,3,0,3
Frederick Memorial Hospital,h27068501,2020-07-13,4,1,5
Frederick Memorial Hospital,h27068501,2020-07-14,3,1,4
Frederick Memorial Hospital,h27068501,2020-07-15,3,0,3
Frederick Memorial Hospital,h27068501,2020-07-16,6,0,6
Frederick Memorial Hospital,h27068501,2020-07-17,6,0,6
Frederick Memorial Hospital,h27068501,2020-07-18,6,1,7
Frederick Memorial Hospital,h27068501,2020-07-19,3,1,4
Frederick Memorial Hospital,h27068501,2020-07-20,3,1,4
Frederick Memorial Hospital,h27068501,2020-07-21,4,1,5
Frederick Memorial Hospital,h27068501,2020-07-22,6,1,7
Frederick Memorial Hospital,h27068501,2020-07-23,8,1,9
Frederick Memorial Hospital,h27068501,2020-07-24,7,2,9
Frederick Memorial Hospital,h27068501,2020-07-25,9,3,12
Frederick Memorial Hospital,h27068501,2020-07-26,6,3,9
Frederick Memorial Hospital,h27068501,2020-07-27,4,3,7
Frederick Memorial Hospital,h27068501,2020-07-28,5,2,7
Frederick Memorial Hospital,h27068501,2020-07-29,5,2,7
Frederick Memorial Hospital,h27068501,2020-07-30,5,2,7
Frederick Memorial Hospital,h27068501,2020-07-31,5,3,8
Frederick Memorial Hospital,h27068501,2020-08-01,4,3,7
Frederick Memorial Hospital,h27068501,2020-08-02,3,3,6
Frederick Memorial Hospital,h27068501,2020-08-03,2,3,5
Frederick Memorial Hospital,h27068501,2020-08-04,7,2,9
Frederick Memorial Hospital,h27068501,2020-08-05,3,3,6
Frederick Memorial Hospital,h27068501,2020-08-06,4,2,6
Frederick Memorial Hospital,h27068501,2020-08-07,5,1,6
Frederick Memorial Hospital,h27068501,2020-08-08,4,1,5
Frederick Memorial Hospital,h27068501,2020-08-09,6,1,7
Frederick Memorial Hospital,h27068501,2020-08-10,5,1,6
Frederick Memorial Hospital,h27068501,2020-08-11,6,1,7
Frederick Memorial Hospital,h27068501,2020-08-12,6,1,7
Frederick Memorial Hospital,h27068501,2020-08-13,6,0,6
Frederick Memorial Hospital,h27068501,2020-08-14,5,0,5
Frederick Memorial Hospital,h27068501,2020-08-15,6,0,6
Frederick Memorial Hospital,h27068501,2020-08-16,5,0,5
Frederick Memorial Hospital,h27068501,2020-08-17,6,0,6
Frederick Memorial Hospital,h27068501,2020-08-18,8,0,8
Frederick Memorial Hospital,h27068501,2020-08-19,5,1,6
Frederick Memorial Hospital,h27068501,2020-08-20,4,1,5
Frederick Memorial Hospital,h27068501,2020-08-21,5,0,5
Frederick Memorial Hospital,h27068501,2020-08-22,5,0,5
Frederick Memorial Hospital,h27068501,2020-08-23,6,0,6
Frederick Memorial Hospital,h27068501,2020-08-24,7,1,8
Frederick Memorial Hospital,h27068501,2020-08-25,6,2,8
Frederick Memorial Hospital,h27068501,2020-08-26,3,1,4
Frederick Memorial Hospital,h27068501,2020-08-27,3,0,3
Frederick Memorial Hospital,h27068501,2020-08-28,4,0,4
Frederick Memorial Hospital,h27068501,2020-08-29,2,0,2
Frederick Memorial Hospital,h27068501,2020-08-30,1,1,2
Frederick Memorial Hospital,h27068501,2020-08-31,1,1,2
Frederick Memorial Hospital,h27068501,2020-09-01,1,1,2
Frederick Memorial Hospital,h27068501,2020-09-02,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-03,3,1,4
Frederick Memorial Hospital,h27068501,2020-09-04,1,1,2
Frederick Memorial Hospital,h27068501,2020-09-05,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-06,2,0,2
Frederick Memorial Hospital,h27068501,2020-09-07,1,0,1
Frederick Memorial Hospital,h27068501,2020-09-08,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-09,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-10,3,1,4
Frederick Memorial Hospital,h27068501,2020-09-11,3,1,4
Frederick Memorial Hospital,h27068501,2020-09-12,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-13,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-14,3,1,4
Frederick Memorial Hospital,h27068501,2020-09-15,1,1,2
Frederick Memorial Hospital,h27068501,2020-09-16,3,0,3
Frederick Memorial Hospital,h27068501,2020-09-17,2,0,2
Frederick Memorial Hospital,h27068501,2020-09-18,1,0,1
Frederick Memorial Hospital,h27068501,2020-09-19,0,0,0
Frederick Memorial Hospital,h27068501,2020-09-20,0,0,0
Frederick Memorial Hospital,h27068501,2020-09-21,0,0,0
Frederick Memorial Hospital,h27068501,2020-09-22,2,2,4
Frederick Memorial Hospital,h27068501,2020-09-23,3,2,5
Frederick Memorial Hospital,h27068501,2020-09-24,3,2,5
Frederick Memorial Hospital,h27068501,2020-09-25,3,2,5
Frederick Memorial Hospital,h27068501,2020-09-26,2,2,4
Frederick Memorial Hospital,h27068501,2020-09-27,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-28,2,1,3
Frederick Memorial Hospital,h27068501,2020-09-29,5,1,6
Frederick Memorial Hospital,h27068501,2020-09-30,5,1,6
Frederick Memorial Hospital,h27068501,2020-10-01,5,1,6
Frederick Memorial Hospital,h27068501,2020-10-02,3,3,6
Frederick Memorial Hospital,h27068501,2020-10-03,3,2,5
Frederick Memorial Hospital,h27068501,2020-10-04,4,1,5
Frederick Memorial Hospital,h27068501,2020-10-05,4,3,7
Frederick Memorial Hospital,h27068501,2020-10-06,3,2,5
