hospital,zipcode,lat,long
Chi Health Missouri Valley,51555,41.560102,-95.923061
Henry County Health Center,52641,40.994585,-91.585772
Regional Health Services Of Howard County,52136,43.374077,-92.111673
Humboldt County Memorial Hospital,50548,42.714769,-94.225325
Horn Memorial Hospital,51445,42.321415,-95.462213
Compass Memorial Healthcare,52301,41.788511,-92.082501
Jackson County Regional Health Center,52060,42.10602,-90.682756
Mercyone Newton Medical Center,50208,41.711721,-93.033958
Jefferson County Health Center,52556,41.0242,-91.927545
University Of Iowa Hospital & Clinics,52242,41.66188,-91.54594
Jones Regional Medical Center,52205,42.119724,-91.286273
Keokuk County Health Center,52591,41.316641,-92.191374
Kossuth Regional Health Center,50511,43.074041,-94.219184
Unitypoint Health - Keokuk,52632,40.431951,-91.444622
Fort Madison Community Hospital,52627,40.681141,-91.357437
Mercy Medical Center - Cedar Rapids,52403,41.965959,-91.566054
St Lukes Hospital,52402,42.023172,-91.659613
Lucas County Health Center,50049,41.034517,-93.295407
Avera Merrill Pioneer Hospital,51246,43.427963,-96.168032
Madison County Health Care System,50273,41.329691,-94.054307
Mahaska  Health Partnership,52577,41.272983,-92.661641
Knoxville Hospital & Clinics,50138,41.300589,-93.105185
Pella Regional Health Center,50219,41.420905,-92.896537
Unitypoint Health - Marshalltown,50158,42.049806,-92.900739
Mitchell County Regional Health,50461,43.306168,-92.818741
Burgess Health Center,51040,42.036236,-96.087049
Montgomery County Memorial Hospital,51566,41.016459,-95.230901
Trinity Muscatine,52761,41.439931,-91.064259
Sanford Sheldon Medical Center,51201,43.177816,-95.866098
Mercyone Primghar Medical Center,51245,43.074701,-95.599948
Osceola Community Hospital,51249,43.411232,-95.726614
Clarinda Regional Health Center,51632,40.74569,-95.047167
Shenandoah Medical Center,51601,40.726129,-95.349564
Palo Alto County Hospital,50536,43.118262,-94.705481
Floyd Valley Healthcare,51031,42.798547,-96.186217
Pocahontas Community Hospital,50574,42.71667,-94.69865
Unitypoint Health - Des Moines Iowa Methodist Medi,50309,41.584603,-93.620836
Mercyone Des Moines Medical Center,50314,41.604964,-93.6312
Broadlawns Medical Center,50314,41.604964,-93.6312
Select Specialty Hospital - Des Moines,50314,41.604964,-93.6312
Chi Health Mercy Council Bluffs,51503,41.22322,-95.784481
Methodist Jennie Edmundson,51503,41.22322,-95.784481
Grinnell Regional Medical Center,50112,41.730188,-92.715452
Ringgold County Hospital,50854,40.679375,-94.21277
Loring Hospital,50583,42.432718,-94.985692
Trinity Bettendorf,52722,41.5743,-90.471526
Genesis Medical Center-Davenport,52803,41.538947,-90.555977
Select Specialty Hospital - Quad Cities,52806,41.589689,-90.625902
Myrtue Medical Center,51537,41.650131,-95.297511
Hegg Memorial Health Center,51247,43.193752,-96.338127
Orange City Area Health System,51041,43.02608,-96.077893
Hawarden Regional Healthcare,51023,43.018658,-96.460404
Sioux Center Health,51250,43.090933,-96.205811
Mary Greeley Medical Center,50010,42.030852,-93.5884
Story County Hospital,50201,42.041723,-93.434905
Greater Regional Medical Center,50801,41.078671,-94.401822
Van Buren County Hospital,52565,40.742079,-91.934492
Ottumwa Regional Health Center,52501,41.035705,-92.43137
Washington County Hospital And Clinics,52353,41.299352,-91.711487
Wayne County Hospital,50060,40.751408,-93.31886
Trinity Regional Medical Center,50501,42.492334,-94.192499
Winneshiek Medical Center,52101,43.35361,-91.76605
Mercyone Siouxland Medical Center,51101,42.493688,-96.394184
St Lukes Regional Medical Center,51104,42.536156,-96.40468
Iowa Specialty Hospital - Clarion,50525,42.736497,-93.747437
Iowa Specialty Hospital - Belmond,50421,42.843465,-93.618404
Allen County Regional Hospital,66749,37.935949,-95.406943
Anderson County Hospital,66032,38.286777,-95.278214
Atchison Hospital,66002,39.538742,-95.137635
Kiowa District Hospital,67070,37.079078,-98.525994
Medicine Lodge Memorial Hospital,67104,37.265078,-98.664433
Clara Barton Hospital,67544,38.586791,-98.759205
Ellinwood District Hospital,67526,38.313694,-98.501559
University  Of Ks Hlth System Great Bend Campus,67530,38.352059,-98.794484
Hiawatha Community Hospital,66434,39.86304,-95.554804
Susan B Allen Memorial Hospital,67042,37.857264,-96.780718
Kansas Medical Center Llc,67002,37.700947,-97.107258
Sedan City Hospital,67361,37.137644,-96.217607
Mercy Hospital Columbus,66725,37.156583,-94.895319
Mercy Specialty Hospital Southeast Kansas ,66739,37.12578,-94.655261
Cheyenne County Hospital,67756,39.797204,-101.836735
Ashland Health Center,67831,37.185621,-99.79598
Minneola District Hospital Nbr 2,67865,37.435511,-99.96837
Clay County Medical Center,67432,39.329343,-97.193388
Cloud County Health Center,66901,39.560035,-97.638951
Coffey County Hospital,66839,38.217399,-95.748127
Comanche County Hospital,67029,37.171432,-99.279961
South Central Ks  Med Center,67005,37.065173,-96.995733
William Newton Hospital,67156,37.255625,-96.961491
Girard Medical Center,66743,37.503998,-94.893692
Ascension Via Christi Hospital Pittsburg Inc,66762,37.393869,-94.710469
Herington Municipal Hospital,67449,38.676644,-96.893941
Edwards County Hospital,67547,37.930565,-99.455866
Hays Medical Center,67601,38.876881,-99.349544
Ellsworth County Medical Center,67439,38.749782,-98.220447
St Catherine Hospital,67846,38.034156,-100.768068
Adventhealth Ottawa,66067,38.623617,-95.276284
Geary Community Hospital,66441,38.97352,-96.803088
Gove County Medical Center,67752,38.994968,-100.251374
Graham County Hospital,67642,39.359078,-99.844495
Bob Wilson Memorial Grant County Hospital,67880,37.58227,-101.323591
Greeley County Health Services,67879,38.480408,-101.805984
Greenwood County Hospital,67045,37.866145,-96.345282
Hamilton County Hospital,67878,38.028056,-101.828261
Patterson Health Center,67003,37.099126,-98.073777
Nmc Health,67114,38.07576,-97.28905
Satanta District Hospital,67870,37.522178,-101.003499
Hodgeman County Health Center,67854,38.10186,-100.018455
Holton Community Hospital,66436,39.467715,-95.691999
F W Huston Medical Center,66097,39.328599,-95.246083
Jewell County Hospital,66956,39.794314,-98.227649
Adventhealth Shawnee Mission,66204,38.990381,-94.678214
Saint Luke'S South Hospital,66213,38.898859,-94.708219
Olathe Medical Center,66061,38.893764,-94.879975
Menorah Medical Center,66209,38.8996,-94.638358
Children'S Mercy Hospital Kansas,66211,38.925118,-94.63562
Overland Park Reg Med Ctr,66215,38.957701,-94.744269
Kearny County Hospital,67860,38.008385,-101.307036
Kingman Community Hospital,67068,37.617288,-98.105823
Kiowa County Memorial Hospital,67054,37.57504,-99.316072
Labette Health,67357,37.345929,-95.261617
Lane County Hospital,67839,38.470501,-100.441624
Saint John Hospital,66048,39.28233,-94.995995
Lincoln County Hospital,67455,39.020478,-98.165407
Logan County Hospital,67748,39.039785,-100.85985
Newman Regional Health,66801,38.414215,-96.218301
Mcpherson Hospital Inc,67460,38.382552,-97.699453
Lindsborg Community Hospital,67456,38.600676,-97.675387
"Mercy Hospital, Inc",67107,38.194214,-97.547655
Hillsboro Community Hospital,67063,38.340735,-97.233749
St Luke Hospital & Living Center,66861,38.367759,-97.008508
"Community Memorial Healthcare, Inc",66508,39.855917,-96.630811
Meade District Hospital,67864,37.176517,-100.31727
Miami County Medical Center,66071,38.573078,-94.864562
Mitchell County Hospital Health Systems,67420,39.400935,-98.085468
"Coffeyville Regional Medical Center, Inc",67337,37.053665,-95.598198
Morris County Hospital,66846,38.64747,-96.470435
Morton County Hospital,67950,37.046857,-101.867879
Sabetha Community Hospital,66534,39.88436,-95.837144
Nemaha Valley Community Hospital,66538,39.850557,-96.044691
Neosho Memorial Regional Medical Center,66720,37.64833,-95.45719
Ness County Hospital District #2,67560,38.399335,-99.939209
Grisell Memorial Hospital,67572,38.689475,-99.916991
Norton County Hospital,67654,39.823962,-99.949132
Osborne County Memorial Hospital,67473,39.378744,-98.74056
Ottawa County Health Center,67467,39.142355,-97.69582
Pawnee Valley Community Hospital,67550,38.185383,-99.12459
Phillips County Health Systems,67661,39.820881,-99.318975
Wamego Health Center,66547,39.231558,-96.295611
"Community Hospital, Onaga And St Marys Campus",66521,39.480218,-96.218995
Pratt Regional Medical Center,67124,37.634439,-98.773642
Rawlins County Health Center,67730,39.808975,-101.111247
Hutchinson Regional Medical Center Inc,67502,38.126736,-97.929949
Republic County Hospital,66935,39.840598,-97.631694
Hospital District #1 Of Rice County,67554,38.372211,-98.195208
"Ascension Via Christi Hospital Manhattan, Inc",66502,39.156299,-96.521265
Rooks County Health Center,67663,39.212793,-99.354247
Rush County Memorial Hospital,67548,38.589785,-99.344998
Russell Regional Hospital,67665,38.849085,-98.88253
Salina Regional Health Center,67401,38.831829,-97.654574
Salina Surgical Hospital,67401,38.831829,-97.654574
Scott County Hospital,67871,38.511485,-100.888344
"Ascension Via Christi Hospitals Wichita, Inc.",67214,37.707178,-97.31775
"Ascension Via Christi Hospital St. Teresa, Inc. ",67235,37.688993,-97.500046
Wesley Woodlawn Hospital & Er (Fka Galichia Heart Hospital),67220,37.751156,-97.278361
Wesley Medical Center,67214,37.707178,-97.31775
"Rock Regional Hospital, Llc",67037,37.571832,-97.217235
Southwest Medical Center,67901,37.097719,-100.913248
Stormont Vail Hospital,66604,39.039022,-95.726188
University Of Kansas Hlth System St Francis Campus,66606,39.061436,-95.71987
Sheridan County Hospital,67740,39.374969,-100.368493
Goodland Regional Medical Center,67735,39.344787,-101.753217
Smith County Memorial Hospital,66967,39.819725,-98.794227
Stafford County Hospital,67578,37.991416,-98.574156
Stanton County Hospital,67855,37.551783,-101.685232
Stevens County Hospital,67951,37.158647,-101.343473
Sumner County Hospital District No 1,67022,37.076932,-97.626852
Citizens Medical Center,67701,39.395154,-101.061478
Trego County Lemke Memorial Hospital,67672,39.008413,-99.912006
Hanover Hospital,66945,39.887172,-96.878258
Wichita County Health Center,67861,38.470438,-101.382987
Wilson Medical Center,66757,37.417206,-95.695818
Fredonia Regional Hospital,66736,37.551477,-95.861095
Providence Medical Center,66112,39.11452,-94.773577
University Of Kansas Hospital,66160,36.41568569008179,-89.93698683895991
T J Health Columbia,42728,37.117031,-85.29007
The Medical Center At Scottsville,42164,36.775664,-86.181864
T J Samson Community Hospital,42141,36.947551,-85.918331
Middlesboro Appalachian Regional Healthcare Hospit,40965,36.646347,-83.720813
"Pineville Community Health Center, Inc",40977,36.700132,-83.772324
St Elizabeth Florence,41042,39.000968,-84.651005
Bourbon Community Hospital,40361,38.208885,-84.227201
King'S Daughters' Medical Center,41101,38.473824,-82.647933
Ephraim Mcdowell Regional Medical Center,40422,37.640997,-84.797275
Kentucky River Medical Center,41339,37.506632,-83.28304
Breckinridge Memorial Hospital,40143,37.781355,-86.509757
Caldwell Medical Center,42445,37.133339,-87.85174
Murray-Calloway County Hospital,42071,36.624585,-88.284907
St Elizabeth Ft Thomas,41075,39.081974,-84.453172
Carroll County Memorial Hospital,41008,38.663259,-85.168673
Casey County Hospital,42539,37.309082,-84.950978
Jennie Stuart Medical Center,42240,36.880182,-87.463142
Clark Regional Medical Center,40391,37.970133,-84.144974
Adventhealth Manchester,40962,37.145887,-83.745519
The Medical Center At Albany,42602,36.739629,-85.110438
Crittenden Community Hospital,42064,37.357138,-88.089515
Cumberland County Hospital,42717,36.788363,-85.378995
Owensboro Health Regional Hospital,42303,37.759426,-87.046585
Marcum & Wallace Memorial Hospital,40336,37.682978,-83.990952
Saint Joseph East,40509,37.997348,-84.377851
University Of Kentucky Hospital,40536,36.41568569008179,-89.93698683895991
Baptist Health Lexington,40503,38.005828,-84.533469
Fleming County Hospital,41041,38.407395,-83.720679
Highlands Arh Regional Medical Center,41653,37.654691,-82.757956
Arh Our Lady Of The Way,41649,37.570994,-82.776686
Mcdowell Arh Hospital,41647,37.442268,-82.717674
Frankfort Regional Medical Center,40601,38.234919,-84.868786
St Elizabeth Grant,41097,38.621179,-84.581444
Jackson Purchase Medical Center,42066,36.732532,-88.639882
Twin Lakes Regional Medical Center,42754,37.472934,-86.316299
Jane Todd Crawford Hospital,42743,37.228398,-85.532314
Baptist Health Hardin,42701,37.703686,-85.837111
Harlan Arh Hospital,40831,36.766514,-83.354288
Harrison Memorial Hospital,41031,38.417802,-84.288716
The Medical Center At Caverna,42749,37.18382,-85.877076
Deaconess Henderson Hospital,42420,37.810608,-87.515004
Continuecare Hospital At Baptist Hlth Madisonville,42431,37.334473,-87.481387
Baptist Health Madisonville,42431,37.334473,-87.481387
Norton Hospital / Norton Healthcare Pavilion / Nor,40202,38.256783,-85.754048
University Of Louisville Hospital,40202,38.256783,-85.754048
Kindred Hospital Louisville,40204,38.239913,-85.721591
Baptist Health Louisville,40207,38.266454,-85.656675
Baptist Health - Louisville Acute Rehab Program,40207,38.266454,-85.656675
Uofl Health - Jewish Hospital,40202,38.256783,-85.754048
Paul B Hall Regional Medical Center,41240,37.823975,-82.796579
St Elizabeth Medical Center North,41017,39.029195,-84.562134
Baptist Health Corbin,40701,36.921744,-84.15771
Barbourville Arh Hospital,40906,36.872205,-83.881995
Continuecare Hospital At Baptist Health Corbin,40701,36.921744,-84.15771
Saint Joseph London,40741,37.136791,-84.127273
Three Rivers Medical Center,41230,38.043795,-82.672757
Mary Breckinridge Arh Hospital,41749,37.205001,-83.448725
Whitesburg Arh Hospital,41858,37.136055,-82.854849
Ephraim Mcdowell Fort Logan Hospital,40484,37.52058,-84.673931
"Livingston Hospital And Healthcare Services, Inc",42078,37.277825,-88.286797
Logan Memorial Hospital,42276,36.856794,-86.879933
Baptist Health Paducah,42003,37.004848,-88.577941
Lourdes Hospital,42003,37.004848,-88.577941
Continuecare Hospital At Baptist Health Paducah,42003,37.004848,-88.577941
Baptist Health Richmond,40475,37.7616,-84.312523
Saint Joseph Berea,40403,37.570447,-84.271931
Spring View Hospital,40033,37.544124,-85.225553
Marshall County Hospital,42025,36.856924,-88.334714
Meadowview Regional Medical Center,41056,38.594938,-83.778131
The James B Haggin Memorial Hospital,40330,37.787723,-84.888056
Monroe County Medical Center,42167,36.720987,-85.674109
Saint Joseph Mount Sterling,40353,38.064374,-83.948043
Morgan County Arh Hospital,41472,37.943335,-83.24893
Owensboro Health Muhlenberg Community Hospital,42345,37.135863,-87.183717
Flaget Memorial Hospital,40004,37.803188,-85.465955
Ohio County Hospital,42347,37.525035,-86.882159
Baptist Health La Grange,40031,38.429416,-85.400814
Hazard Arh Regional Medical Center,41701,37.29228,-83.189788
Pikeville Medical Center,41501,37.514355,-82.508901
Tug Valley Arh Regional Medical Center,41503,37.664367,-82.287483
Lake Cumberland Regional Hospital,42503,37.16496,-84.519399
Rockcastle Regional Hospital & Respiratory Care Ct,40456,37.353471,-84.319508
St Claire Regional Medical Center,40351,38.204798,-83.415533
Russell County Hospital,42642,37.058681,-85.035151
Georgetown Community Hospital,40324,38.24538,-84.550241
Uofl Health - Shelbyville Hospital,40065,38.2165,-85.206928
The Medical Center At Franklin,42135,36.41568569008179,-89.93698683895991
Trigg County Hospital,42211,36.817748,-87.833699
Methodist Hospital Union County,42437,37.666657,-87.93807
Tristar Greenview Regional Hospital,42104,36.876864,-86.45119
The Medical Center At Bowling Green,42101,37.058097,-86.463061
Baptist Health - Corbin,40701,36.921744,-84.15771
Bluegrass Community Hospital,40383,38.006622,-84.739332
Acadia St Landry,70525,30.411533,-92.218808
Acadia General Hospital,70526,30.210073,-92.379963
Allen Parish Hospital,70648,30.505073,-92.889361
Oakdale Community Hospital,71463,30.810055,-92.609872
Prairieville Family Hospital,70769,30.30743,-90.940643
Prevost Memorial Hospital,70346,30.153716,-91.0032
Assumption Community Hospital,70390,29.897281,-91.031061
Bunkie General Hospital,71322,30.871119,-92.175559
Avoyelles Hospital,71351,31.184246,-91.960829
Beauregard Memorial Hospital,70634,30.793357,-93.240067
Bienville Medical Center,71001,32.591547,-92.889253
Cornerstone Specialty Hospitals Bossier City,71112,32.453017,-93.620859
Ochsner Lsu Health Shreveport,71103,32.491938,-93.772093
Shriners Hospitals For Children,71103,32.491938,-93.772093
