hospital,hhsname,hospital_id,lat,long,total_beds,total_occupancy,total_load,icu_beds,icu_occupancy,icu_load
Bon Secours Community Hospital,BON SECOURS COMMUNITY HOSPITAL,330135,41.3676722,-74.6818507,105.0,23.1,0.22,13.0,4.9,0.37692307692307697
Bon Secours Depaul Medical Center,BON SECOURS DEPAUL MEDICAL CENTER,490011,36.899332,-76.281565,182.0,7.7,0.04230769230769231,25.0,0.0,0.0
Bon Secours Maryview Medical Center,BON SECOURS MARYVIEW MEDICAL CENTER,490017,36.8360332,-76.3472422,190.3,142.4,0.7482921702574882,31.6,21.0,0.6645569620253164
Bon Secours Memorial Regional Medical Center,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,37.6285914,-77.3855471,229.9,202.0,0.8786428882122662,27.6,18.3,0.6630434782608695
Bon Secours Richmond Community Hospital,BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,37.5401504,-77.4070141,68.3,40.9,0.5988286969253295,0.0,0.0,0.0
Bon Secours – Southampton Memorial Hospital,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,36.6918027,-76.9376587,34.1,28.1,0.8240469208211144,7.9,7.0,0.8860759493670886
Bon Secours St. Francis Medical Center,BON SECOURS ST FRANCIS MEDICAL CENTER,490136,37.46684279999999,-77.6600552,142.1,126.1,0.8874032371569317,12.4,11.1,0.8951612903225806
Bon Secours St. Mary’s Hospital,BON SECOURS ST MARYS HOSPITAL,490059,37.5842894,-77.5126186,376.0,278.6,0.7409574468085107,34.3,24.7,0.7201166180758017
Bon Secours-St. Francis Xavier Hospital,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,420065,32.808423,-80.0423805,153.0,133.9,0.8751633986928105,11.0,6.0,0.5454545454545454
Bonner General Hospital,BONNER GENERAL HOSPITAL,131328,48.277795,-116.5491403,25.0,18.3,0.732,4.1,4.0,0.9756097560975611
Boone County Health Center,BOONE COUNTY HEALTH CENTER,281334,41.6835132,-98.0054172,17.0,6.7,0.3941176470588235,0.0,0.0,0.0
Boone County Hospital,BOONE COUNTY HOSPITAL,161372,42.0559904,-93.8771438,25.3,6.4,0.25296442687747034,0.0,0.0,0.0
Boone Hospital Center,BOONE HOSPITAL CENTER,260068,38.949927,-92.315857,219.0,166.0,0.7579908675799086,32.0,25.3,0.790625
Boone Memorial Hospital,BOONE MEMORIAL HOSPITAL,511313,38.0478383,-81.80638379999999,28.0,25.1,0.8964285714285715,0.0,0.0,0.0
Boston Children’s Hospital,BOSTON CHILDREN'S HOSPITAL,223302,42.33744799999999,-71.1056343,0.0,0.0,0.0,0.0,0.0,0.0
Boston Medical Center Corporation,BOSTON MEDICAL CENTER CORPORATION-,220031,42.3344959,-71.0731311,445.6,399.1,0.8956463195691203,63.0,49.1,0.7793650793650794
Bothwell Regional Health Center,BOTHWELL REGIONAL HEALTH CENTER,260009,38.6993942,-93.2212098,68.3,61.1,0.8945827232796487,8.6,6.3,0.7325581395348837
Boulder City Hospital,BOULDER CITY HOSPITAL,291309,35.9676546,-114.8429317,19.0,9.4,0.4947368421052632,0.0,0.0,0.0
Boundary Community Hospital,BOUNDARY COMMUNITY HOSPITAL,131301,48.7022651,-116.3208346,7.0,5.0,0.7142857142857143,0.0,0.0,0.0
Bourbon Community Hospital,BOURBON COMMUNITY HOSPITAL,180046,38.2218824,-84.2387462,14.3,10.1,0.7062937062937062,4.0,4.0,1.0
Box Butte General Hospital,BOX BUTTE GENERAL HOSPITAL,281360,42.116521,-102.8697302,23.0,4.9,0.21304347826086958,0.0,0.0,0.0
Boys Town National Research Hospital,BOYS TOWN NATIONAL RESEARCH HOSPITAL,283300,41.2641085,-95.9558648,0.0,0.0,0.0,0.0,0.0,0.0
Bozeman Health Deaconess Hospital,BOZEMAN HEALTH DEACONESS HOSPITAL,270057,45.6696882,-111.0199131,98.0,74.4,0.7591836734693879,20.0,14.0,0.7
Bradley County Medical Center,BRADLEY COUNTY MEDICAL CENTER,041327,33.61012729999999,-92.0593201,23.9,10.3,0.4309623430962344,0.0,0.0,0.0
Brandywine Hospital,BRANDYWINE HOSPITAL,390076,40.0100719,-75.786202,65.0,10.4,0.16,15.0,0.0,0.0
Brattleboro Memorial Hospital,BRATTLEBORO MEMORIAL HOSPITAL,470011,42.8429552,-72.5652164,21.0,16.6,0.7904761904761906,0.0,0.0,0.0
Bayfront Health Brooksville,BRAVERA HEALTH BROOKSVILLE,100071,28.5385,-82.44303860000001,212.3,101.7,0.4790390956194065,31.0,15.7,0.5064516129032258
Bayfront Health Seven Rivers,BRAVERA HEALTH SEVEN RIVERS,100249,28.9520683,-82.6245394,128.0,94.4,0.7375,16.0,14.3,0.89375
"Braxton County Memorial Hospital, Inc.","BRAXTON COUNTY MEMORIAL HOSPITAL, INC",511308,38.6608019,-80.74924899999999,17.0,8.9,0.5235294117647059,0.0,0.0,0.0
Brazosport Regional Health System,BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,29.0295851,-95.4527189,62.0,59.4,0.9580645161290322,6.1,6.0,0.9836065573770493
Breckinridge Memorial Hospital,BRECKINRIDGE MEMORIAL HOSPITAL,181319,37.7670159,-86.44122089999999,23.1,13.4,0.5800865800865801,0.0,0.0,0.0
BridgePoint Hospital National Harbor,BRIDGEPOINT -NATIONAL HARBOR,092003,38.8249777,-77.0129044,53.0,40.7,0.7679245283018868,10.0,8.9,0.89
BridgePoint Continuing Care Hospital,BRIDGEPOINT CONTINUING CARE HOSPITAL,192007,29.8920731,-90.09440389999999,55.0,31.7,0.5763636363636363,12.0,4.0,0.3333333333333333
BridgePoint Hospital Capitol Hill,BRIDGEPOINT HOSPITAL CAPITOL HILL,092002,38.8930073,-76.99585929999999,60.0,45.3,0.755,15.0,13.0,0.8666666666666667
Bridgeport Hospital,BRIDGEPORT HOSPITAL,070010,41.1889873,-73.16643619999999,469.0,336.7,0.7179104477611941,48.0,40.0,0.8333333333333334
Bridgton Hospital,BRIDGTON HOSPITAL,201310,44.0455978,-70.715593,22.0,19.3,0.8772727272727273,0.0,0.0,0.0
Brigham and Women’s Faulkner Hospital,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,220119,42.30167,-71.1288836,152.1,141.6,0.9309664694280079,8.6,6.6,0.7674418604651163
Brigham and Women’s Hospital,BRIGHAM AND WOMEN'S HOSPITAL,220110,42.3362036,-71.1067408,802.0,773.7,0.964713216957606,98.9,91.7,0.9271991911021233
Brigham City Community Hospital,BRIGHAM CITY COMMUNITY HOSPITAL,460017,41.4916089,-112.0241572,37.7,6.0,0.15915119363395225,0.0,0.0,0.0
Bristol Hospital,BRISTOL HOSPITAL,070029,41.676516,-72.93592749999999,134.0,56.4,0.4208955223880597,14.0,10.4,0.7428571428571429
Bristol Regional Medical Center,BRISTOL REGIONAL MEDICAL CENTER,440012,36.5854658,-82.256802,298.0,216.9,0.7278523489932887,38.0,26.9,0.7078947368421052
"Broaddus Hospital Association, Inc.","BROADDUS HOSPITAL ASSOCIATION, INC",511300,39.1440359,-80.0622951,20.0,5.9,0.29500000000000004,0.0,0.0,0.0
Broadlawns Medical Center,BROADLAWNS MEDICAL CENTER,160101,41.616506,-93.64214969999999,104.0,91.7,0.8817307692307692,6.0,5.4,0.9
Brodstone Memorial Hospital,BRODSTONE MEMORIAL HOSPITAL,281315,40.02671429999999,-98.0662114,17.0,6.6,0.388235294117647,0.0,0.0,0.0
Bronson Battle Creek Hospital,BRONSON BATTLE CREEK HOSPITAL,230075,42.331414,-85.1783926,104.3,97.1,0.9309683604985618,15.1,12.0,0.794701986754967
Bronson Lakeview Hospital,BRONSON LAKEVIEW HOSPITAL,231332,42.2212668,-85.8969802,16.0,11.3,0.70625,0.0,0.0,0.0
Bronson Methodist Hospital,BRONSON METHODIST HOSPITAL,230017,42.2860703,-85.5801663,277.7,251.4,0.905293482175009,48.9,38.3,0.7832310838445807
Bronson South Haven Hospital,BRONSON SOUTH HAVEN HOSPITAL,230085,42.39124109999999,-86.2630763,8.0,6.3,0.7875,0.0,0.0,0.0
Bronx-Lebanon Hospital Center,BRONXCARE HOSPITAL CENTER,330009,40.8313757,-73.9028086,368.0,266.7,0.7247282608695652,37.0,29.0,0.7837837837837838
Brookdale Hospital Medical Center,BROOKDALE HOSPITAL MEDICAL CENTER,330233,40.6549132,-73.9126971,321.3,297.5,0.9259259259259259,39.0,36.0,0.9230769230769231
Brookings Health System,BROOKINGS HEALTH SYSTEM,430008,44.3077988,-96.7682323,24.0,12.0,0.5,0.0,0.0,0.0
Brooklyn Hospital Center – Downtown Campus,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,330056,40.691265,-73.9777743,245.0,170.4,0.6955102040816327,18.0,12.4,0.6888888888888889
Brooks County Hospital,BROOKS COUNTY HOSPITAL,111332,30.7950388,-83.559146,25.0,13.0,0.52,0.0,0.0,0.0
Brooks-T.L.C. Hospital System,"BROOKS-TLC HOSPITAL SYSTEM, INC",330229,42.4800478,-79.3344978,33.9,30.1,0.8879056047197641,6.3,5.9,0.9365079365079366
Brookwood Baptist Medical Center,BROOKWOOD BAPTIST MEDICAL CENTER,010139,33.4642365,-86.7764088,264.6,197.6,0.746787603930461,27.6,26.0,0.9420289855072463
Broward Health Coral Springs,BROWARD HEALTH CORAL SPRINGS,100276,26.2688102,-80.2556358,172.7,165.3,0.9571511291256516,22.4,17.9,0.7991071428571428
Broward Health Imperial Point,BROWARD HEALTH IMPERIAL POINT,100200,26.2068048,-80.1110149,83.3,77.0,0.9243697478991597,6.4,4.9,0.765625
Broward Health Medical Center,BROWARD HEALTH MEDICAL CENTER,100039,26.1018675,-80.1405904,369.6,369.6,1.0,55.1,54.7,0.9927404718693286
Broward Health North,BROWARD HEALTH NORTH,100086,26.2769628,-80.12164539999999,235.7,230.1,0.976240984302079,33.0,31.6,0.9575757575757576
Brown County Hospital,BROWN COUNTY HOSPITAL,281325,42.5444599,-99.8495196,6.0,4.6,0.7666666666666666,0.0,0.0,0.0
Brownfield Regional Medical Center,BROWNFIELD REGIONAL MEDICAL CENTER,450399,33.1885263,-102.2676269,42.3,6.9,0.16312056737588654,0.0,0.0,0.0
Bryan Medical Center,BRYAN MEDICAL CENTER,280003,40.79646229999999,-96.6510634,474.1,427.4,0.9014975743514025,50.0,44.7,0.894
Buchanan County Health Center,BUCHANAN COUNTY HEALTH CENTER,161335,42.4700799,-91.8739118,21.4,6.3,0.294392523364486,0.0,0.0,0.0
Buchanan General Hospital,BUCHANAN GENERAL HOSPITAL,490127,37.2854239,-82.06815,23.4,23.0,0.982905982905983,4.6,4.1,0.8913043478260869
Bucktail Medical Center,BUCKTAIL MEDICAL CENTER,391304,41.327927,-77.73682099999999,5.0,0.0,0.0,0.0,0.0,0.0
Bucyrus Community Hospital,BUCYRUS COMMUNITY HOSPITAL,361316,40.8151818,-82.9767564,21.0,12.3,0.5857142857142857,5.7,4.1,0.719298245614035
Buena Vista Regional Medical Center,BUENA VISTA REGIONAL MEDICAL CENTER,161375,42.6445048,-95.220777,20.0,10.3,0.515,0.0,0.0,0.0
Buffalo Hospital,BUFFALO HOSPITAL,240076,45.1932288,-93.8713418,27.6,26.4,0.9565217391304347,0.0,0.0,0.0
Bullock County Hospital,BULLOCK COUNTY HOSPITAL,010110,32.1466768,-85.71674279999999,64.0,16.0,0.25,0.0,0.0,0.0
Bunkie General Hospital,BUNKIE GENERAL HOSPITAL,191311,30.9530883,-92.1758814,20.0,7.7,0.385,0.0,0.0,0.0
Burgess Health Center,BURGESS HEALTH CENTER,161359,42.0253229,-96.10573130000002,10.0,8.1,0.8099999999999999,0.0,0.0,0.0
Burke Medical Center,BURKE MEDICAL CENTER,110113,33.083482,-82.01262779999999,20.0,4.9,0.24500000000000002,0.0,0.0,0.0
Burleson St. Joseph Health Center,BURLESON ST JOSEPH HEALTH CENTER,451305,30.5202339,-96.7164547,16.0,9.3,0.58125,0.0,0.0,0.0
Burnett Medical Center,BURNETT MEDICAL CENTER,521331,45.7746807,-92.6867177,10.0,4.5,0.45,0.0,0.0,0.0
Butler County Health Care Center,BUTLER COUNTY HEALTH CARE CENTER,281332,41.2466624,-97.12240940000001,9.4,6.1,0.648936170212766,0.0,0.0,0.0
Butler Memorial Hospital,BUTLER MEMORIAL HOSPITAL,390168,40.86727399999999,-79.8805124,169.0,157.1,0.929585798816568,24.0,20.4,0.85
Byrd Regional Hospital,BYRD REGIONAL HOSPITAL,190164,31.1386079,-93.2689173,62.0,33.4,0.5387096774193548,8.0,6.7,0.8375
Bassett Army Community Hospital,Bassett Army Community Hospital,e5ef33a0c3a948b078758258e8215e60239715fdcbb810c8b6a4c4cb61c4aa35,64.82777209999999,-147.6772553,0.0,0.0,0.0,0.0,0.0,0.0
Cabell Huntington Hospital Inc.,CABELL HUNTINGTON HOSPITAL INC,510055,38.40958699999999,-82.427083,253.0,227.4,0.8988142292490119,44.0,41.3,0.9386363636363636
Cabinet Peaks Medical Center,CABINET PEAKS MEDICAL CENTER,271320,48.3925877,-115.545885,20.0,6.6,0.32999999999999996,0.0,0.0,0.0
Cache Valley  Hospital,CACHE VALLEY  HOSPITAL,460054,41.7757651,-111.821316,28.0,4.1,0.1464285714285714,0.0,0.0,0.0
Calais Regional Hospital,CALAIS COMMUNITY HOSPITAL,201305,45.1778071,-67.26786469999999,5.0,4.1,0.82,0.0,0.0,0.0
Caldwell Medical Center,CALDWELL MEDICAL CENTER,181322,37.1136999,-87.9094221,12.0,6.7,0.5583333333333333,0.0,0.0,0.0
Caldwell Memorial Hospital,CALDWELL MEMORIAL HOSPITAL,340041,35.9104686,-81.5353868,85.1,83.1,0.9764982373678026,20.0,19.6,0.9800000000000001
Caldwell Memorial Hospital,"CALDWELL MEMORIAL HOSPITAL, INC",190190,32.1026125,-92.0772552,39.0,14.3,0.3666666666666667,0.0,0.0,0.0
Calhoun-Liberty Hospital,CALHOUN-LIBERTY HOSPITAL,101304,30.45869939999999,-85.0500964,4.3,7.4,1.7209302325581397,0.0,0.0,0.0
California Hospital Medical Center - Los Angeles,CALIFORNIA HOSPITAL MEDICAL CENTER LA,050149,34.0374888,-118.2661449,271.0,190.9,0.7044280442804428,31.1,25.0,0.8038585209003215
California Pacific Medical Center - Mission Bernal Campus,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,37.7477025,-122.4206672,98.0,78.7,0.803061224489796,10.0,7.6,0.76
California Pacific Medical Center - Van Ness Campus,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,37.7859397,-122.4221856,242.0,196.3,0.8111570247933885,36.0,30.6,0.8500000000000001
California Pacific Medical Center-Davies Campus Hospital,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,37.7682301,-122.4345933,96.0,73.3,0.7635416666666667,8.0,7.3,0.9125
Callaway District Hospital,CALLAWAY DISTRICT HOSPITAL,281335,41.2912045,-99.92319719999999,8.0,4.4,0.55,0.0,0.0,0.0
Calvary Hospital ,CALVARY HOSPITAL INC,332006,40.8480084,-73.84404860000001,225.0,215.0,0.9555555555555556,0.0,0.0,0.0
CalvertHealth Medical Center,CALVERTHEALTH MEDICAL CENTER,210039,38.559629,-76.59455,65.7,60.0,0.91324200913242,6.0,5.6,0.9333333333333332
Cambridge Health Alliance,CAMBRIDGE HEALTH ALLIANCE,220011,42.3748656,-71.1044036,188.9,156.0,0.8258337744838539,14.3,9.4,0.6573426573426573
Cambridge Medical Center,CAMBRIDGE MEDICAL CENTER,240020,45.5663817,-93.2304152,28.4,28.0,0.9859154929577465,0.0,0.0,0.0
Camden Clark Medical Center,CAMDEN CLARK MEDICAL CENTER,510058,39.2696181,-81.55994869999999,255.0,201.9,0.7917647058823529,18.0,15.6,0.8666666666666667
Cameron Memorial Community Hospital Inc.,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,151315,41.63421049999999,-84.99495999999999,25.0,19.1,0.764,0.0,0.0,0.0
Cameron Regional Medical Center,CAMERON REGIONAL MEDICAL CENTER,260057,39.73044549999999,-94.21803849999999,58.0,31.3,0.5396551724137931,5.0,4.3,0.86
Campbell County Memorial Hospital,CAMPBELL COUNTY MEMORIAL HOSPITAL,530002,44.2898945,-105.5182972,79.0,34.3,0.4341772151898734,7.0,5.8,0.8285714285714285
Cancer Treatment Centers of America,"CANCER TREATMENT CENTERS OF AMERICA, PHILADELPHIA",390312,40.0190913,-75.09861839999999,74.0,0.0,0.0,12.0,0.0,0.0
Candler County Hospital,CANDLER COUNTY HOSPITAL,111334,32.4069822,-82.06562509999999,0.0,24.0,1.0,0.0,4.0,1.0
Candler Hospital,CANDLER HOSPITAL,110024,32.0278294,-81.1001261,145.0,140.1,0.9662068965517241,20.0,18.7,0.9349999999999999
Cannon Memorial Hospital,CANNON MEMORIAL HOSPITAL,420011,34.875113,-82.706223,24.0,13.6,0.5666666666666667,4.0,4.0,1.0
Canonsburg General Hospital,CANONSBURG GENERAL HOSPITAL,390160,40.2460974,-80.1901219,48.3,43.3,0.8964803312629399,6.0,6.0,1.0
Canton-Potsdam Hospital,CANTON-POTSDAM HOSPITAL,330197,44.6765499,-74.9823091,71.7,57.0,0.7949790794979079,10.0,6.3,0.63
Canyon Vista Medical Center,CANYON VISTA MEDICAL CENTER,030043,31.552791,-110.2300732,68.0,44.3,0.651470588235294,20.0,16.3,0.8150000000000001
Cape Canaveral Hospital,CAPE CANAVERAL HOSPITAL,100177,28.3596482,-80.6233256,150.0,103.1,0.6873333333333332,12.0,10.1,0.8416666666666667
Cape Cod Hospital,CAPE COD HOSPITAL,220012,41.6529764,-70.27462229999999,265.7,235.1,0.8848325178773052,24.0,14.4,0.6
Cape Coral Hospital,CAPE CORAL HOSPITAL,100244,26.6392094,-81.941716,292.6,282.4,0.9651401230348597,22.0,21.4,0.9727272727272727
Cape Fear Valley Hoke Hospital,CAPE FEAR VALLEY HOKE HOSPITAL,340188,35.0298847,-79.1072586,49.0,27.4,0.5591836734693877,4.0,0.0,0.0
Cape Fear Valley Medical Center,CAPE FEAR VALLEY MEDICAL CENTER,340028,35.0317827,-78.93507029999999,551.0,498.9,0.9054446460980036,65.0,62.4,0.96
Cape Fear Valley-Bladen County Hospital,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,341315,34.622728,-78.608031,27.0,17.6,0.6518518518518519,4.0,0.0,0.0
Cape Regional Medical Center,"CAPE REGIONAL MEDICAL CENTER, INC",310011,39.08754070000001,-74.81693020000002,121.0,85.6,0.7074380165289256,16.0,8.3,0.51875
Capital Health Medical Center – Hopewell,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,40.2921309,-74.80531429999999,181.1,160.3,0.8851463279955827,24.0,17.9,0.7458333333333332
Capital Health Regional Medical Center,CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,40.2359745,-74.7518,189.0,158.3,0.8375661375661376,40.0,27.9,0.6975
Capital Region Medical Center,CAPITAL REGION MEDICAL CENTER,260047,38.5656957,-92.1816949,108.0,86.0,0.7962962962962963,12.0,8.9,0.7416666666666667
Capital Regional Medical Center,CAPITAL REGIONAL MEDICAL CENTER,100254,30.4756049,-84.2321011,258.0,232.1,0.8996124031007752,20.0,17.9,0.8949999999999999
Caprock Hospital,CAPROCK HOSPITAL,670259,30.6656055,-96.323978,11.1,0.0,0.0,0.0,0.0,0.0
CarePoint Health – Bayonne Medical Center,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,310025,40.6682074,-74.1134884,131.0,83.3,0.6358778625954198,14.0,7.3,0.5214285714285715
CarePoint Health-Christ Hospital,CAREPOINT HEALTH-CHRIST HOSPITAL,310016,40.7342585,-74.0498006,140.0,116.0,0.8285714285714286,18.0,11.4,0.6333333333333333
CarePoint Health-Hoboken University Medical Center,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,40.7415814,-74.0341491,138.0,64.9,0.4702898550724638,19.0,7.1,0.3736842105263158
Caribbean Medical Center,CARIBBEAN MEDICAL CENTER,400131,18.3321123,-65.65012159999999,59.4,43.0,0.7239057239057239,5.0,0.0,0.0
Caribou Memorial Hospital,CARIBOU MEDICAL CENTER,131309,42.6519712,-111.6150966,8.0,4.6,0.575,0.0,0.0,0.0
Carilion Franklin Memorial Hospital,CARILION FRANKLIN MEMORIAL HOSPITAL,490089,36.9942146,-79.89031899999999,25.0,25.6,1.024,4.1,0.0,0.0
Carilion Giles Community Hospital,CARILION GILES COMMUNITY HOSPITAL,491302,37.3331827,-80.71295219999999,25.0,18.7,0.748,4.0,4.3,1.075
Carilion New River Valley Medical Center,CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,37.0868075,-80.5062689,139.0,106.3,0.7647482014388489,12.0,10.7,0.8916666666666666
Carilion Roanoke Memorial Hospital,CARILION ROANOKE MEMORIAL HOSPITAL,490024,37.2516794,-79.9410604,696.0,540.1,0.7760057471264368,95.0,89.1,0.9378947368421052
Carilion Stonewall Jackson Hospital,CARILION STONEWALL JACKSON HOSPITAL,491304,37.7788688,-79.4412043,25.0,20.1,0.804,5.0,4.0,0.8
Carilion Tazewell Community Hospital,CARILION TAZEWELL COMMUNITY HOSPITAL,490117,37.1238621,-81.4891016,15.0,12.7,0.8466666666666666,0.0,0.0,0.0
Carle Bromenn Medical Center,CARLE BROMENN MEDICAL CENTER,140127,40.4971689,-88.99103699999999,162.4,125.4,0.7721674876847291,12.0,9.7,0.8083333333333332
Carle Eureka Hospital,CARLE EUREKA HOSPITAL,141309,40.7207946,-89.271294,11.0,7.4,0.6727272727272727,0.0,0.0,0.0
Carle Richland Memorial Hospital,CARLE RICHLAND MEMORIAL HOSPITAL,140147,38.7262807,-88.09456019999999,48.0,21.7,0.45208333333333334,8.0,4.9,0.6125
Carlinville Area Hospital,CARLINVILLE AREA HOSPITAL,141347,39.2978607,-89.8826691,25.0,15.6,0.624,0.0,0.0,0.0
Carlsbad Medical Center,CARLSBAD MEDICAL CENTER,320063,32.4416059,-104.2579904,45.6,43.4,0.9517543859649122,10.0,10.0,1.0
Carnegie Tri-County Municipal Hospital,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,371334,35.1091691,-98.6048182,17.0,9.7,0.5705882352941176,0.0,0.0,0.0
Carney Hospital,CARNEY HOSPITAL,220017,42.2780789,-71.06622349999999,90.4,67.6,0.747787610619469,12.3,6.1,0.4959349593495934
Carolina East Medical Center,CAROLINA EAST MEDICAL CENTER,340131,35.1139556,-77.0672395,304.0,223.3,0.7345394736842106,23.0,16.7,0.726086956521739
Carolina Pines Regional Medical Center,CAROLINA PINES REGIONAL MEDICAL CENTER,420010,34.350139,-80.1044703,88.0,52.0,0.5909090909090909,12.0,9.0,0.75
Carolinas Healthcare System-Blue Ridge,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,340075,35.7266135,-81.65440679999999,106.1,92.7,0.873704052780396,20.0,17.4,0.8699999999999999
Carolinas Medical Center/Behavioral Health,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,35.2034162,-80.8385574,1121.0,1041.4,0.928991971454059,145.0,126.3,0.8710344827586207
Caromont Regional Medical Center,CAROMONT REGIONAL MEDICAL CENTER,340032,35.2714334,-81.1400038,382.0,345.0,0.9031413612565445,25.0,23.0,0.92
Carrington Health Center,CARRINGTON HEALTH CENTER,351318,47.44972010000001,-99.1262234,6.0,4.6,0.7666666666666666,0.0,0.0,0.0
Carris Health – Redwood,"CARRIS HEALTH - REDWOOD, LLC",241351,44.5364473,-95.1065091,9.4,7.4,0.7872340425531915,0.0,0.0,0.0
Carris Health,CARRIS HEALTH LLC,240088,45.1199948,-95.0460933,33.1,27.9,0.8429003021148036,4.3,4.1,0.9534883720930232
Carroll County Memorial Hospital,CARROLL COUNTY MEMORIAL HOSPITAL,181310,38.6798993,-85.1687553,12.0,5.6,0.4666666666666666,0.0,0.0,0.0
Carroll County Memorial Hospital,CARROLL COUNTY MEMORIAL HOSPITAL,261332,39.376687,-93.493184,12.0,6.4,0.5333333333333333,0.0,0.0,0.0
Carroll Hospital Center,CARROLL HOSPITAL CENTER,210033,39.5582432,-76.9908346,163.3,143.4,0.8781383955909369,12.0,9.3,0.775
Carrollton Regional Medical Center,CARROLLTON REGIONAL MEDICAL CENTER,450730,33.0283096,-96.88634429999999,46.7,38.1,0.8158458244111348,7.4,6.6,0.8918918918918918
Carrus Specialty Hospital,CARRUS SPECIALTY HOSPITAL,452041,33.6669954,-96.5963319,33.0,30.4,0.9212121212121211,13.0,13.0,1.0
Carson Tahoe Continuing Care Hospital,CARSON TAHOE CONTINUING CARE HOSPITAL,292008,39.170899,-119.7721896,29.0,12.7,0.4379310344827586,0.0,0.0,0.0
Carson Tahoe Regional Medical Center,CARSON TAHOE REGIONAL MEDICAL CENTER,290019,39.2020393,-119.7847638,151.0,143.1,0.947682119205298,22.4,18.3,0.8169642857142858
Carson Valley Medical Center,CARSON VALLEY MEDICAL CENTER,291306,38.9196556,-119.7192963,22.4,15.9,0.7098214285714286,4.0,4.6,1.15
Carteret General Hospital,CARTERET GENERAL HOSPITAL,340142,34.7261058,-76.75511379999999,89.0,85.3,0.9584269662921348,10.0,7.3,0.73
Carthage Area Hospital,"CARTHAGE AREA HOSPITAL, INC",331318,43.9872757,-75.5942556,32.0,18.1,0.565625,0.0,0.0,0.0
Cary Medical Center,CARY MEDICAL CENTER,200031,46.8796557,-68.0082891,36.0,25.1,0.6972222222222223,6.0,4.7,0.7833333333333333
Casa Colina Hospital,CASA COLINA HOSPITAL,050782,34.0976665,-117.746897,99.0,80.6,0.814141414141414,6.0,4.0,0.6666666666666666
Cascade Medical Center,CASCADE MEDICAL CENTER,131308,44.5184152,-116.049514,4.0,0.0,0.0,0.0,0.0,0.0
Cascade Medical Center,CASCADE MEDICAL CENTER,501313,47.5944081,-120.660825,8.7,4.4,0.5057471264367817,0.0,0.0,0.0
Cascade Valley Hospital,CASCADE VALLEY HOSPITAL,500060,48.1889809,-122.1182793,35.3,32.1,0.9093484419263457,4.7,0.0,0.0
Casey County Hospital,CASEY COUNTY HOSPITAL,181309,37.3176447,-84.9330555,24.0,23.7,0.9874999999999999,0.0,0.0,0.0
